Question ID,GPT Response,Ground Truth Answer,Prompt
8813f87c0bdd11eba7f7acde48001122,Kitty Marion.,Małgorzata Braunek,"Kitty Marion
Kitty Marion (12 March 1871 – 9 October 1944) was born Katherina Maria Schäfer in Germany. She immigrated to London in 1886 when she was fifteen, and she grew to minor prominence when she sang in music halls throughout the United Kingdom during the late 19th century. She became known in the field for standing up for female performers against agents, corruption, and for better working conditions. She joined the Women’s Social and Political Union (WSPU) in 1908, engaged in selling their newspaper ""Votes for Women"" and became a prominent suffragette in the United Kingdom for her participation in civil unrest protests including riots and arson. As a result, Marion was arrested many times and is known for having endured 232 force-feedings while on hunger strike in prison. She is quoted as saying “there are no words to describe the horrible revolting sensation.” When World War I started she emigrated to the United States, and there she joined the team on Margaret Sanger’s ""Birth Control Review"". Although she used her tenacity and loud voice to get people to pay attention to her cause, she did not use violence as much as she had in the United Kingdom, although she was still arrested many times for advocating birth control.

Who is the mother of the director of film Polish-Russian War (Film)?"
61a46987092f11ebbdaeac1f6bf848b6,The Mask Of Fu Manchu,The Mask Of Fu Manchu,"Hermann Krukenberg
Hermann Krukenberg (21 June 1863 – 3 October 1935) was a German surgeon who was a native of Calbe, Province of Saxony, Germany. He was the brother of pathologist Friedrich Ernst Krukenberg (1871–1946). Krukenberg studied medicine at the Universities of Bonn, Strassburg and Heidelberg. Afterwards he was a surgical assistant to Friedrich Trendelenburg (1844–1924) in Bonn, and to Max Schede (1844–1902) at Eppendorf Hospital in Hamburg. In 1892 he became manager of a private clinic in Halle an der Saale, and in 1899 was chief surgeon at the municipal hospital in Liegnitz. During World War I he served as a field surgeon. In 1917 he developed an operation known today as the ""Krukenberg procedure"". This procedure involves separation of the ulna and radius bones in order to convert a below-elbow amputation stump into a ""sensory forceps"" that receives its strength from the pronator teres muscle. Among his written works was a 1913 book on physiognomy titled ""Gesichtsausdruck des Menschen"".

Which film came out first, Blind Shaft or The Mask Of Fu Manchu?"
e2a3bf2a0bdd11eba7f7acde48001122,1667,12 June 1516,"Moju Chowdhury Hat
Moju Chowdhury Hat  is a market village and tourist center in Charramani Mohan Union of Lakshmipur Sadar Upazila in southeastern Bangladesh. According to ""Banglapedia"", the sluice gate on Lakshmipur Khal (canal) is a tourist attraction. and also known as an transport hub in the southeastern Bangladesh, per day Travelling passengers 10k+ Over.

When did John V, Prince Of Anhalt-Zerbst's father die?"
0cd3bdea0bde11eba7f7acde48001122,Palme d'Or at Cannes Film Festival,Myanmar Motion Picture Academy Awards,"Consort Mei
Consort Mei (died 755) was an imperial consort of the Chinese dynasty Tang Dynasty during the reign of Emperor Xuanzong of Tang. She was one of Emperor Xuanzong's favorite concubine, often known as Mei fei (with ""fei"" being a standard rank for imperial consorts during her lifetime). Her actual name was Jiang Caipin (""江采蘋""), originally called Consort Jiang. After being told by her that she greatly favored Plum-Blossom flowers (the flower is pronounced as ""mei"" in Chinese), Emperor Xuanzong began to fondly address her as Consort Mei. Consort Mei was initially selected by Gao Lishi, a eunuch official of Emperor Xuanzong, to become one of Emperor Xuanzong's concubines in his harem. As Consort Mei was the most literate and talented concubines, she soon obtained Xuanzong's favors. To express the favors towards Consort Mei, Xuanzong commanded servants to plant Plum-Blossom trees all around her palace to please her interest. Xuanzong even lovingly complimented her beauty as more adorable than Zhao Feiyan, and swore that he would never change his heart for her. However, in 737, after the death of Consort Wu, another favorite concubine of Xuanzong, Xuanzong was deeply depressed until Gao Lishi convinced him to try looking at Yang Yuhuan - the wife of prince Li Mao, Xuanzong son with Consort Wu since her beauty was described as the most ""irresistible"". Being curious, Xuanzong ordered Yang Yuhuan to come and subsequently fell in love with her beauty. Since Yuhuan was still literally his daughter-in-law (as she was Li Mao's wife), emperor Xuanzong then stealthily arranged Yuhuan to become a Taoist nun, after a brief moment, Xuanzong eventually offered Yuhuan honorable title as Yang Guifei (with ""Guifei"" being the highest rank for imperial consorts) after bestowing his son Li Mao a new wife. Yuhuan became Xuanzong's most beloved consort as Xuanzong soon forgot about Consort Wu's death. His favors towards Consort Mei also waned. In 755, An Lushan began to create a rebellion (known as An Lushan Rebellion) in the palace. Emperor Xuanzong decided to bring Yang Guifei and his cortege along to flee from the capital Chang'an to Chengdu. Consort Mei was left behind then murdered during the rebellion.

What is the award that the director of film Wearing Velvet Slippers Under A Golden Umbrella won?"
f9dcb4a60bda11eba7f7acde48001122,USA,"Missoula, Montana","SM UC-28
SM ""UC-28"" was a German Type UC II minelaying submarine or U-boat in the German Imperial Navy () during World War I. The U-boat was ordered on 29 August 1915 and was launched on 8 July 1916. She was commissioned into the German Imperial Navy on 6 August 1916 as SM ""UC-28"". In 0 patrols ""UC-28"" sank no ships. ""UC-28"" surrendered to France on 12 February 1919 and was broken up.

Where was the director of film Ronnie Rocket born?"
019bed300bde11eba7f7acde48001122,In Poland.,Galați,"Tomorrow and Tomorrow and Tomorrow (short story)
"" Tomorrow and Tomorrow and Tomorrow"" is a short story by Kurt Vonnegut originally written in 1953. It was first published in"" Galaxy Science Fiction"" magazine in January 1954, where the story was titled"" The Big Trip Up Yonder"", which is the protagonist's euphemism for dying. A revised version bearing the title"" Tomorrow and Tomorrow and Tomorrow"" appeared in Vonnegut's collection of short stories,"" Canary in a Cat House""( 1961), and was reprinted in"" Welcome to the Monkey House""( 1968). The new title comes from the famous line in Shakespeare's play"" Macbeth"" starting"" Tomorrow and tomorrow and tomorrow"".

Where was the father of Ștefan I. Nenițescu born?"
a7b9672009c311ebbdb0ac1f6bf848b6,No.,no,"Sergiu Nicolaescu
Sergiu Florin Nicolaescu (13 April 1930 – 3 January 2013) was a Romanian film director, actor and politician. He was best known for his historical films, such as ""Mihai Viteazul"" (1970, released in English both under the equivalent title ""Michael the Brave"" and also as ""The Last CrusadeDacii"" (1966, ""Les GuerriersRazboiul Independenței"" (1977, ""War of Independence""), as well as for his series of thrillers that take place in the interwar Kingdom of Romania, such as ""Un comisar acuză"" (1973, ""A Police Inspector Calls""). Joanna Pacuła starred in his film "" Ultima noapte de dragosteThe Last Night of Love"") in 1979 before eventually emigrating to the U.S. where he went on to a very successful career.

Are North Marion High School (Oregon) and Seoul High School both located in the same country?"
298f23b8088a11ebbd6eac1f6bf848b6,Love In Pawn,El Extraño Viaje,"Henry Lowther, 3rd Earl of Lonsdale
Henry Lowther, 3rd Earl of Lonsdale (27 March 1818 – 15 August 1876) was a British nobleman and Conservative politician.

Which film has the director who was born later, El Extraño Viaje or Love In Pawn?"
2ec440560bb011ebab90acde48001122,Seleucus IV Philopator,Ptolemy IX Lathyros,"Cowboys & Aliens
Cowboys& Aliens is a 2011 American science fiction Western film directed by Jon Favreau and starring Daniel Craig, Harrison Ford and Olivia Wilde. The film is based on the 2006 graphic novel of the same name created by Scott Mitchell Rosenberg. The plot revolves around an amnesiac outlaw( Craig), a wealthy cattleman( Ford), and a mysterious traveler( Wilde) who must ally to save a group of townspeople abducted by aliens. The screenplay was written by Roberto Orci, Alex Kurtzman, Damon Lindelof, Mark Fergus and Hawk Ostby, based on a screen story by the latter two along with Steve Oedekerk. The film was produced by Brian Grazer, Ron Howard, Kurtzman, Orci and Rosenberg, with Steven Spielberg and Favreau serving as executive producers. The project began development in April 1997, when Universal Pictures and DreamWorks Pictures bought film rights to a concept pitched by Rosenberg, former president at Malibu Comics, which he described as a graphic novel in development. After the graphic novel was published in 2006, development on the film was begun again, and Favreau signed on as director in September 2009. On a budget of$ 163 million, filming for"" Cowboys& Aliens"" began in June 2010, in New Mexico and California. Despite studio pressure to release the film in 3- D, Favreau chose to film traditionally and in anamorphic format( widescreen picture on standard 35 mm film) to further a"" classic movie feel"". Measures were taken to maintain a serious Western element despite the film's"" inherently comic"" title and premise. The film's aliens were designed to be"" cool and captivating"", with some details, such as a fungus that grows on their wounds, created to depict the creatures as frontiersmen facing adversity in an unfamiliar place. "" Cowboys& Aliens"" premiered at the 2011 San Diego Comic- Con and was released theatrically in the United States and Canada on, 2011. The film was considered to be a financial disappointment, taking$ 174.8 million in box office receipts on a$ 163 million budget. "" Cowboys& Aliens"" received mixed reviews, with critics generally praising its acting while criticizing other aspects.

Who is the maternal grandfather of Antiochus X Eusebes?"
05f8a691087b11ebbd67ac1f6bf848b6,The Working Class Goes To Heaven,The Working Class Goes To Heaven,"Jadval-e Darta Mokhtar
Jadval -e Darta Mokhtar( also Romanized as Jadval- e Dārtā Mokhtār; also known as Jadval- e Now and Jadval Now) is a village in Sarrud -e Jonubi Rural District, in the Central District of Boyer- Ahmad County, Kohgiluyeh and Boyer- Ahmad Province, Iran. At the 2006 census, its population was 39, in 8 families.

Which film has the director died first, Crimen A Las Tres or The Working Class Goes To Heaven?"
