Question ID,GPT Response,Ground Truth Answer,Prompt
5c77f7ed08ac11ebbd82ac1f6bf848b6,Whitehorse Manor Junior School,Sabawoon Rehabilitation Centre,"Antonia Malatesta of Cesena
Antonia Malatesta of Cesena, also known as Antonia Malatesta of Rimini, was the daughter (or possibly the niece) of Carlo I Malatesta, Lord of Cesena, Fano, Pesaro, and Rimini. To help ally himself with the House of Malatesta, Giovanni Maria Visconti, the Duke of Milan married Antonia in the city of Brescia in 1408. They had no issue. After Giovanni Maria’s assassination in 1412, the succeeding Duke of Milan, Filippo Maria Visconti, permitted Antonia to continue sharing the governance of the duchy for a few months. Although she soon retired to Cesena, she retained her title, Duchess of Milan.

Which school was established first, Whitehorse Manor Junior School or Sabawoon Rehabilitation Centre?"
b4e780a5088f11ebbd72ac1f6bf848b6,Yes,yes,"Eye of the Enemy
Eye of the Enemy are a death metal band from Melbourne, Australia. The band formed in 2006 and have since released an EP and two full- length albums with their third album scheduled to be released on 11 October 2019. They have undertaken national and international tours in support of their albums and have also supported international acts including Cradle of Filth, Amon Amarth, Fleshgod Apocalypse, Malevolent Creation, Despised Icon, Sybreed, At The Gates, Fear Factory, Children of Bodom, Hypocrisy and Kataklysm.

Are Little Sachigo Lake and Holden Lake located in the same country?"
97ce0ec00baf11ebab90acde48001122,Henry IV of France.,Stanisław Leszczyński,"CintaNotes
CintaNotes is a freemium Microsoft Windows notetaking program. It provides a way to store and retrieve text collected from other documents or websites. Since version 3.0 CintaNotes supports attaching files and images to notes.

Who is Henriette Of France (1727–1752)'s maternal grandfather?"
69a7e9ca08e011ebbda1ac1f6bf848b6,Leave It To Henry,Leave It To Henry,"Jean Léonard Marie Poiseuille
Jean Léonard Marie Poiseuille (22 April 1797 – 26 December 1869) was a French physicist and physiologist. Poiseuille was born in Paris, France, and he died there on 26 December 1869.

Which film has the director born first, Leave It To Henry or The Last Night Of Scheherazade?"
04a544a40bde11eba7f7acde48001122,"June 20, 976",3 August 979,"A Holy Venetian Family
A Holy Venetian Family  is a 2015 comedy film written and directed by Pietro Parolin and starring Neri Marcorè. Intended as an hommage to the classical commedia all'italiana, it was produced by the Centro Sperimentale di Cinematografia.

What is the date of death of Gero Ii, Margrave Of The Saxon Ostmark's father?"
4f49c369098d11ebbdb0ac1f6bf848b6,"No. Tomskoye is in Russia, while Amur Oblast and Pleshkovo are in Ukraine.",yes,"Please Believe Me
Please Believe Me is a 1950 American romantic comedy film directed by Norman Taurog, and starring Deborah Kerr, Robert Walker, Mark Stevens and Peter Lawford.

Are Tomskoye, Amur Oblast and Pleshkovo located in the same country?"
a982212e08a311ebbd7bac1f6bf848b6,Ulti Ganga.,Ulti Ganga,"Language Learning (journal)
Language Learning: A Journal of Research in Language Studies is a peer-reviewed academic journal published quarterly by Wiley-Blackwell on behalf of the Language Learning Research Club at the University of Michigan. The editor-in-chief is Nick C. Ellis University of Michigan.

Which film came out earlier, I Am Breathing or Ulti Ganga?"
c30b9f8108b211ebbd85ac1f6bf848b6,Charlotte Spurkeland,Charlotte Spurkeland,"Edward Ward, 7th Baron Dudley
Edward Ward, 7th Baron Dudley and 2nd Baron Ward( 1631- 1701) succeeded his father, Humble Ward as the 2nd Baron Ward in 1670 and his mother, Frances Ward as 7th Baron Dudley in 1697. He married Frances Brereton, the daughter of the Parliamentary General, Sir William Brereton. He died on 3 August 1701 and was buried at Himley.

Who was born later, Levon Julfalakyan or Charlotte Spurkeland?"
a08505d20bdc11eba7f7acde48001122,Stephen Gyllenhaal,Aldo Parisot,"Stephen Gyllenhaal
Stephen Roark Gyllenhaal( born October 4, 1949) is an American film director and poet. He is the father of actors Jake Gyllenhaal and Maggie Gyllenhaal.

Who is the father of the director of film Red 2 (Film)?"
982f8e440bdb11eba7f7acde48001122,1848,1886,"The Sporting Duchess (1920 film)
The Sporting Duchess is a lost 1920 American silent drama film directed by George Terwilliger and starring Alice Joyce. It is based on the 1895 play ""The Sporting Duchess"" by Henry Hamilton, Cecil Raleigh, and Augustus Thomas. It was produced and released by the Vitagraph Company of America.

When was the company that published American Scientist founded?"
5142f59e0bda11eba7f7acde48001122,"Bruges, Belgium.",Nevele,"The City Without Jews
Die Stadt ohne Juden (""The City Without Jews"") is a 1924 Austrian Expressionist film by Hans Karl Breslauer, based on the book of the same title by Hugo Bettauer. The film is one of the few surviving Expressionist films from Austria and has therefore been well researched. The film was first shown on 25 July 1924 in Vienna. In his novel, published in 1922, Hugo Bettauer succeeded in creating a relatively accurate allegorical vision of the near future, although the book was intended as entertainment and as a satirical response to the primitive antisemitism of the 1920s. It immediately became Bettauer's most popular work: it was translated into several languages, and sold over a quarter of a million copies. Shortly after the premiere of the film Hugo Bettauer was murdered by Otto Rothstock, a former member of the Nazi Party, who was lionized by the antisemitic Austrian masses and was released less than two years after having been committed to a psychiatric institution.

What is the place of birth of Jo Planckaert's father?"
041581680bdc11eba7f7acde48001122,"Gwilym Lloyd George's father was born in Manchester, England.",Manchester,"M. V. Lomonosov School of Electrotechnics and Electronics
The M. V. Lomonosov School of Electro- technics and Electronics(("" Professional College of Electrical and Electronic engineering"") is a Bulgarian professional Engineering school and one of the most selective technical schools in Bulgaria. The school is located in Gorna Oryahovitsa.

What is the place of birth of Gwilym Lloyd George's father?"
