Question ID,GPT Response,Ground Truth Answer,Prompt
c1d45a9e0baf11ebab90acde48001122,Ailill Caisfiaclach,Connla Cáem,"List of Florida hurricanes
The List of Florida hurricanes encompasses approximately 500 tropical or subtropical cyclones that affected the state of Florida. More storms hit Florida than any other U.S. state, and since 1851 only eighteen hurricane seasons passed without a known storm impacting the state. Collectively, cyclones that hit the region have resulted in over 10,000 deaths, most of which occurring prior to the start of Hurricane Hunters flights in 1943. Additionally, the cumulative impact from the storms totaled over $141 billion in damage (2017 USD), primarily from Hurricane Andrew and hurricanes in the 2004 and 2005 seasons.

Mickey's Medicine Man
Mickey's Medicine Man is a 1934 short film in Larry Darmour's ""Mickey McGuire"" series starring a young Mickey Rooney. Directed by Jesse Duffy, the two-reel short was released to theaters on May 18, 1934 by Post Pictures Corp. It was the last film in the Mickey McGuire series.

Monohardi Pilot High School
Monohardi Pilot High School( MPHS) is a public school located in Monohardi Upazila, Narsingdi, Bangladesh.

We Are Family (2016 film)
We Are Family( original title: C'est quoi cette famille ?!) is a 2016 French comedy film directed by Gabriel Julien- Laferrière.

Eochaid Ailtlethan
Eochaid (or Eochu) Ailtlethan (""broad blade""), son of Ailill Caisfiaclach, was, according to medieval Irish legends and historical traditions, a High King of Ireland. According to the ""Lebor Gabála Érenn"", he took the throne after overthrowing and killing the previous incumbent, Adamair, and ruled for eleven years, until he was killed in battle by Fergus Fortamail. The ""Lebor Gabála Érenn"" synchronises his reign with that of Ptolemy V Epiphanes in Egypt (204–181 BC). The chronology of Geoffrey Keating's ""Foras Feasa ar Éirinn"" dates his reign to 285–274 BC, that of the ""Annals of the Four Masters"" (which gives him a reign of seventeen years) to 414–396 BC.

Who is the paternal grandfather of Eochaid Ailtlethan?"
8dcab52d092f11ebbdaeac1f6bf848b6,Yes,yes,"Ed Cray
Ed Cray( died October 8, 2019) was an American journalist, biographer and educator. Cray was best known for his biographies of Woody Guthrie and Earl Warren.

Heinrich Brunner
Heinrich Brunner (21 June 1840 – 11 August 1915) was a German historian born at Wels in Upper Austria. After studying at the universities of Vienna, Göttingen and Berlin, he became professor at the University of Lemberg in 1866, and in quick succession held similar positions at Prague, Strasbourg and Berlin. From 1872 Brunner devoted himself especially to studying the early laws and institutions of the Franks and kindred peoples of Western Europe, and on these subjects his researches have been of supreme value. He also became a leading authority on modern German law. He became a member of the Berlin Academy of Sciences in 1884, and in 1887, after the death of Georg Waitz, undertook the supervision of the ""Leges"" section of the ""Monumenta Germaniae Historica"", which he led until his death in 1915. This was the first time that a legal scholar led a section of the MGH; Brunner oversaw an extensive overhaul of the section's program (the re-editing of the ""Capitularia"" and the ""Lex Alamannorum"", then the ""Lex Burgundionum"", and finally the ""Lex Baiuvariorum"").

The Irresistible Man
The Irresistible Man  is a 1937 German romantic comedy film directed by Géza von Bolváry and starring Anny Ondra, Hans Söhnker and Trude Hesterberg. The film's sets were designed by the art directors Emil Hasler and Arthur Schwarz.

Dave Campfield
Dave Campfield is an American film director, producer, screenwriter and actor. He is the director of several feature films, including"" Dark Chamber"" and"" Caesar and Otto's Summer Camp Massacre"". His latest film Caesar and Otto's Paranormal Halloween featuring Deron Miller, Felissa Rose, Tiffany Shepis, Vernon Wells, Sean Whalen, Andre Gower, and Brinke Stevens is set to make its world premiere at the 2015 Florida Supercon in Miami, FL. Campfield has won over ten awards at indie film festivals including Best Actor for Caesar and Otto's Deadly Christmas at the Horrific Film Festival of San Antonio, TX and Best Screenplay at the Macabre Faire Film Festival of New York. Campfield also hosted inravio.com's online program Nerdgasm from 2013 – 14

The Necklace
``The Necklace ''La Parure, illustration of the title page of the Gil Blas, 8 October 1893 Author Guy de Maupassant Original title`` La Parure'' Country France Genre (s) Short story Publication date 1884

Are Les Misérables (1917 Film) and The Better 'Ole (1926 Film) both from the same country?"
725b8d040bda11eba7f7acde48001122,"June 27, 1497",27 June 1497,"Darren Lynn Bousman
Darren Lynn Bousman( born January 11, 1979) is an American film director and screenwriter.

Athanasius I Gammolo
Athanasius I Gammolo was the Patriarch of Antioch, and head of the Syriac Orthodox Church of Antioch from 595 until his death in 631. Athanasius was also the author of"" The Life of Severus of Antioch"", a biography of the first Syriac Orthodox Patriarch of Antioch.

Moses H. W. Chan
Moses Hung-Wai Chan  is a Chinese-American physicist who is Evan Pugh Professor at Pennsylvania State University. He is an alumnus of Bridgewater College and Cornell University, where he earned his Ph.D. in 1974 and was a Postdoctoral Associate at Duke University. He has been a professor at Penn State's University Park Campus since 1979. Through the years, Chan's work has spanned many diverse topics. For his numerous contributions to low temperature physics, in 1996 he shared the prestigious Fritz London Memorial prize with Carl Wieman and Eric A. Cornell. He was elected a member of the National Academy of Sciences in 2000, and a fellow of the American Academy of Arts and Sciences in 2004. Chan is known for the experimental discovery of evidence for a new supersolid quantum state of matter, predicted theoretically in 1969 by Alexander Andreev and Ilya Liftshitz, and its subsequent refutation. Other significant discoveries include the experimental observation of Critical Casimir effect and the experimental confirmation of 2D Ising model.

Benedikt Doll
Benedikt Doll( born 24 March 1990) is a German biathlete. He competed in the 2013/14 and 2014 /15 World Cup seasons, and represented Germany at the Biathlon World Championships 2015 in Kontiolahti.

Francis Otto, Duke of Brunswick-Lüneburg
Francis Otto, Duke of Brunswick- Lüneburg( 1530 – 1559) was the Prince of Lüneburg from 1555 to 1559. He was the son of Ernest I, Duke of Brunswick- Lüneburg.

What is the date of birth of Francis Otto, Duke Of Brunswick-Lüneburg's father?"
e30de52a0bd911eba7f7acde48001122,Christina Morales Hemenway,Santiago del Estero,"The House on Mango Street
The House on Mango Street is a 1984 coming - of - age novel by Mexican - American writer Sandra Cisneros. It deals with Esperanza Cordero, a young Latina girl, and her life growing up in Chicago with Chicanos and Puerto Ricans. Esperanza is determined to ``say goodbye ''to her impoverished Latino neighborhood by turning to a life on the streets. Major themes include her quest for a better life and the importance of her promise to come back for`` the ones (she) left behind''. The novel has been critically acclaimed, and has also become a New York Times Bestseller. It has also been adapted into a stage play by Tanya Saracho.

Sinatra: Vegas
Sinatra: Vegas is a 2006 box set of live performances by the American singer Frank Sinatra, recorded in Las Vegas.

Objetivo Fama (season 2)
The second season of"" Objetivo Fama"" began in 2005. This season the judges are Roberto Sueiro, Hilda Ramos, and Fernando Allende. The show was hosted by Mexican actor/ singer Victor Noriega and Puerto Rican celebrity Yizette Cifredo.

Bagh-e Bolurian
Bagh -e Bolurian( also Romanized as Bāgh -e Bolūrīān) is a village in Borkhar -e Gharbi Rural District, in the Central District of Shahin Shahr and Meymeh County, Isfahan Province, Iran. At the 2006 census, its existence was noted, but its population was not reported.

Naked Angel
Naked Angel is a 2011 independent film written and directed by Christina Morales Hemenway. Starring James Duval and introducing Cameron Watkins, the film revolves around Andreas, played by Duval who wants to let go of life and falls in love with an angel who longs to be human and is inspired to live again.

Where was the director of film The Naked Angel born?"
583d12bc096b11ebbdafac1f6bf848b6,The Battle Of The Rails,The Battle Of The Rails,"Polariffic
Polariffic is a 2014 American animated children's television special produced by Bent Image Lab for Hallmark Channel, directed by Rob Shaw.

ATB discography
The discography of the German electronic musician ATB consists of 10 studio albums, 2 compilation album, 36 singles, six video albums and 28 music videos. While ATB is mostly known in the world for his hit singles ""9pm (Till I Come)"" and ""Don't Stop!"", both of which were released from his first 1999 studio album ""Movin' Melodies"", he still remains quite popular both at home and Eastern Europe including Poland where his studio albums ""Trilogy"" and ""Future Memories"" have gone Platinum.

Spectre (2015 film)
With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area.

James A. Higgins
James A. Higgins( c. 1889 – November 26, 1962) was an American lawyer and politician from New York.

Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Which film was released first, Assault On Dome 4 or The Battle Of The Rails?"
e81fc36c0bd911eba7f7acde48001122,QV66,QV66,"Dawn Wind
Dawn Wind is a historical novel for children and young adults written by Rosemary Sutcliff and published in 1961 by Oxford University Press, with illustrations by Charles Keeping.

Kamen Rider ZO
, translated"" Masked Rider ZO"", is a 1993 Japanese tokusatsu superhero movie produced by the Toei Company as part of their"" Kamen Rider Series"". Directed by Keita Amemiya, it was the first joint production of Toei and Bandai. A Sega CD interactive movie was released for"" ZO"" in 1994, and was distributed in the United States as"" The Masked Rider: Kamen Rider ZO"". To commemorate the series' 40th anniversary,"" ZO"" was shown on Toei's pay- per- view channel in September 2011. The film's protagonist, Kamen Rider ZO, appears in the later"" Kamen Rider Decade"" television series and is a playable character in the 2011 Nintendo DS video game"" All Kamen Rider: Rider Generation"".

Passionate Song
Passionate Song (Italian: Canzone appassionata) is a 1953 Italian musical melodrama film directed by Giorgio Simonelli and starring Nilla Pizzi, Gérard Landry and Vira Silenti.

Ernst Ludwig Wilhelm von Bismarck
Colonel Ernst Ludwig Wilhelm von Bismarck( 7 April 1772 in Magdeburg – 20 June 1815 in Namur) was a Prussian officer during the Napoleonic Wars.

Pareherwenemef
Pareherwenemef (Pre-hir-wonmef, Prehirwenemef, Rehirwenemef) was an ancient Egyptian prince of the 19th dynasty, the third son of Pharaoh Ramesses II, the second by Queen Nefertari.

Where was the place of burial of Pareherwenemef's mother?"
f6e6ddfc0bae11ebab90acde48001122,"Christian August II, Duke of Schleswig-Holstein-Sonderburg-Augustenburg.","Frederick VIII, Duke of Schleswig-Holstein","Al-Ashraf Musa, Emir of Damascus
Al-Ashraf or al-Ashraf Musa (27 August 1237), fully Al-Ashraf Musa Abu'l-Fath al-Muzaffar ad-Din, was a ruler of the Ayyubid dynasty. The son of Sultan al-Adil I, al-Ashraf was installed by his father in Harran in 1201 as Governor of the Jezireh. After his brother al-Mu'azzam's death in 1227, al-Ashraf received a request from his nephew, al-Muazzam's son, An-Nasir Dawud, for aid in opposing al-Kamil of Egypt. Instead, al-Ashraf and al-Kamil came to an agreement to divide their nephew's lands between them. Al-Ashraf captured Damascus in June 1229 and took control of the city. He took Baalbek as well in 1230. In return, he ceded his lands in Mesopotamia to al-Kamil and acknowledged his supremacy, while an-Nasir had to be satisfied with the possession of a principality centered on Kerak in the Transjordan region. A number of years later, al-Ashraf began to chafe under his brother's authority, and in 1237 allied himself with Kayqubad I, the Seljuk Sultan of Rûm, and various Ayyubid princelings based in Syria, against al-Kamil. However, Kayqubad died early in the summer of that year, and al-Ashraf himself died on 27 August, breaking up the alliance. Al-Ashraf was succeeded in Damascus by his younger brother, as-Salih Ismail.

Spanish Harlem Orchestra
Spanish Harlem Orchestra is a Latin dance music orchestra based in the United States, founded by Aaron Levinson and Oscar Hernandez.

Women's basketball
The popularity of women's basketball grew steadily around the world for decades. By the 1970s the sport had attracted the notice the International Olympic Committee, which added women's basketball as an official sport of the Olympic Games in 1976, the men debuted in 1936. Throughout the 1970s, funding for (and interest in) women's basketball began to dramatically increase as schools receiving federal funding began to come into compliance with new laws mandating a lack of discrimination based on sex. The sport was also gaining attention at the collegiate level, under the auspices of the Association of Intercollegiate Athletics for Women (AIAW). A major development in women's basketball occurred in 1982 when the National Collegiate Athletic Association (NCAA) began to sponsor the sport.. After several failed attempts at women's professional leagues in the U.S., the NBA founded the WNBA in 1996.

Bad Heart River
The Bad Heart River is a short river in northern Alberta, Canada. It is a tributary of the Smoky River. Bad Heart River's name is an accurate preservation of its native Cree- language name,"" maatsiti"". It originates in Saddle Hills County of the Peace River Country, north of Sexsmith and south of Rycroft, at an elevation of. After descending the slopes of the Saddle Hills, it is crossed by Highway 2, then flows north-eastward. After being crossed by Highway 733, it continues eastward, receives the waters of Kakut Creek, then flows through a deep canyon and empties into the Smoky River at an elevation of.

Christian August II, Duke of Schleswig-Holstein-Sonderburg-Augustenburg
Christian August II, Duke of Schleswig- Holstein- Sonderburg- Augustenburg( 19 July 1798 – 11 March 1869,"" Christian Carl Frederik August""), commonly known as Christian, Duke of Augustenborg, was a German prince. During the 1850s and 1860s, he was a claimant to the provinces of Schleswig and Holstein, and a candidate to become king of Denmark following the death of King Frederick VII. He was the father- in- law of Princess Helena( daughter of Queen Victoria) and the paternal grandfather of Augusta Victoria, Empress of Germany and wife of Kaiser Wilhelm II.

Who is the maternal grandfather of Princess Helena Adelaide Of Schleswig-Holstein-Sonderburg-Glücksburg?"
922019dc08d011ebbd95ac1f6bf848b6,Zhang Mengying.,Zhang Mengying,"William Backhouse Astor Sr.
William Backhouse Astor Sr. (September 19, 1792 – November 24, 1875) was an American business magnate who inherited most of his father John Jacob Astor's fortune. He worked as a partner in his father's successful export business. His massive investment in Manhattan real estate enabled major donations to the Astor Library in the East Village, which became the New York Public Library.

Levin Major Lewis
Levin Major Lewis (January 6, 1832 – May 28, 1886) was a Confederate States Army colonel during the American Civil War. On May 16, 1865, he was assigned to duty as a brigadier general by General E. Kirby Smith when the war even in the Trans-Mississippi Department was almost over, but he was not officially appointed by Confederate President Jefferson Davis and confirmed by the Confederate Senate to that grade.

The Godfather Saga
The Godfather Saga is a TV miniseries that combines ""The Godfather"" and ""The Godfather Part II"" into one film. It originally aired on NBC over four consecutive nights (one three-hour segment and three two-hour segments) in November 1977. "" The Godfather Saga"" is also known as The Godfather: The Complete Novel for Television, The Godfather: A Novel for Television, The Godfather Novella, The Godfather: 1901-1959 - The Complete Epic, and The Godfather Epic (on HBO). The television version was the basis for a shorter, 1981 video release known as The Godfather 1902–1959: The Complete Epic. Following the release of ""The Godfather Part III"" in 1990, a third unified version was released to video in 1992 entitled The Godfather Trilogy: 1901–1980.

Ladislaus Pyrker
Johann Ladislaus Pyrker (von Oberwart) ""(von Felsö-Eör)"" (; 2 November 1772 in Nagyláng, Soponya, near Székesfehérvár, Hungary – 2 December 1847 at Vienna) was a Hungarian Cistercian abbot, archbishop and poet.

Wolfgang Herrndorf
Wolfgang Herrndorf( 12 June 1965 – 26 August 2013) was a German author, painter, and illustrator.

Who was born later, Zhang Mengying or Wolfgang Herrndorf?"
b8e03e4c0bd911eba7f7acde48001122,United States,American,"Zoe Caldwell
Zoe Caldwell, OBE( born Ada Caldwell, 14 September 1933) is an Australian actress. She is a four- time Tony Award winner, winning Best Featured Actress in a Play for"" Slapstick Tragedy""( 1966), and Best Actress in a Play for"" The Prime of Miss Jean Brodie""( 1968),"" Medea""( 1982), and"" Master Class""( 1996). Her film appearances include"" The Purple Rose of Cairo""( 1985),"" Birth""( 2004), and"" Extremely Loud& Incredibly Close""( 2011). She is also the voice of the Grand Councilwoman in the"" Lilo& Stitch"" franchise.

L'Atalante
L'Atalante( also released as Le Chaland qui passe,("" The Passing Barge""), is a 1934 French film written and directed by Jean Vigo. Jean Dasté stars as Jean, the captain of a river barge who lives with his new wife Juliette( Dita Parlo) on the barge, along with first mate Père Jules( Michel Simon) and the cabin boy( Louis Lefebvre). After the difficult release of his controversial short film"" Zero for Conduct""( 1933), Vigo initially wanted to make a film about Eugène Dieudonné, whom Vigo's father( anarchist Miguel Almereyda) had been associated with in 1913. After Vigo and his producer Jacques- Louis Nounez struggled to find the right project for a feature film, Nounez finally gave Vigo an unproduced screenplay by Jean Guinée about barge dwellers. Vigo re-wrote the story with Albert Riéra while Nounez secured a distribution deal with the Gaumont Film Company with a budget of ₣ 1 million. Vigo used many of the technicians and actors that worked with him on"" Zero for Conduct"", such as cinematographer Boris Kaufman and actor Jean Dasté. It has been hailed by many critics as one of the greatest films of all time.

Anne Parsons, Countess of Rosse
Anne Parsons, Countess of Rosse("" née"" Messel, previously Armstrong- Jones; 8 February 1902 – 3 July 1992), was a society hostess and one of the founders of The Victorian Society and the mother of Antony Armstrong- Jones, 1st Earl of Snowdon.

Brian Rhodes (cricketer)
Brian Rhodes( 7 March 1951 – 28 June 2019) was an Australian cricketer. He played one first- class match for New South Wales in 1971/ 72.

Jessie Harlan Lincoln
Jessie Harlan Lincoln (November 6, 1875 – January 4, 1948) was the second daughter of Robert Todd Lincoln, the granddaughter of Abraham Lincoln, and the mother of Mary Lincoln Beckwith and Robert Todd Lincoln Beckwith, the last undisputed Lincoln descendant.

Which country Jessie Harlan Lincoln's father is from?"
6be622f3089411ebbd75ac1f6bf848b6,Maine Pyaar Kyun Kiya?,Maine Pyaar Kyun Kiya?,"John Jancek
John Jancek( born April 1, 1968) is an American college football coach and former defensive lineman. He is currently the defensive coordinator at Colorado State. He is married to his wife Kelly Jancek. Jancek has four sons Brady, Jack, Brock, and Zack.

Real World (novel)
Real World is a novel written by Natsuo Kirino. It was published in English by Vintage Books on July 15, 2008. The story describes the lives of four teenage girls: Toshi, Terauchi, Yuzan and Kirarin, and how they deal with Toshi's neighbor Worm, a teenage boy who goes on the run after being accused of murdering his mother.

Colonels Mountain (New Brunswick)
Colonels Mountain is a mountain in the Canadian province of New Brunswick. It lies adjacent to Big Bald Mountain, at the headwaters of the Northwest Miramichi River and the Sevogle River. The mountain top has been weathered to generate a series of mushroom- shaped granitic tors. Because the weathering process which forms tors is normally very slow, these features have been interpreted as indicating that part of northern New Brunswick escaped the last, Wisconsinan glaciation. It has been suggested, however, that the mountain lay near the centre of the ice cap; these erosional remnants thus escaped the scouring action of the glaciers.

Lura Lake
Lura Lake is a lake in Blue Earth County, Minnesota and Faribault County, Minnesota, in the United States. According to tradition, Lura Lake was named by government surveyors who saw"" Lura"" carved into a tree near the lake.

Samita Bangargi
Samita Bangargi is an Indian actress, known for Ramji Londonwaley, Shaadi Ka Laddoo and Yeh Kya Ho Raha Hai ?.

Which film whose director is younger, Maine Pyaar Kyun Kiya? or Children Of The Streets?"
