Question ID,GPT Response,Ground Truth Answer,Prompt
bc6ac3f7095511ebbdaeac1f6bf848b6,Sunset In Naples,Sunset In Naples,"Star Wars: The Last Jedi
Walt Disney Studios Home Entertainment will release Star Wars: The Last Jedi digitally in HD and 4K via download and Disney Movies Anywhere on March 13, 2018, with an Ultra HD Blu - Ray, Blu - ray, and DVD release on March 27.

It's a Wonderful Life
Due to all the above actions, this is one of the few RKO films not controlled by Turner Entertainment / Warner Bros. in the USA. It is also one of two Capra films Paramount owns despite not having originally released it -- the other is Broadway Bill (originally from Columbia, remade by Paramount as Riding High in 1950).

Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Naples, Florida
With more than 80 championship golf courses in the Naples area, Naples is the self - titled ``Golf Capital of the World '', claiming to have more holes per capita than any other community.

The Dust of Naples
The Dust of Naples is a 1998 Italian comedy film written and directed by Antonio Capuano.

Virasat (1997 film)
Virasat is a 1997 Indian Hindi film, directed by Priyadarshan. The story was written by Kamal Haasan and adapted from the Tamil film"" Thevar Magan"". Mushir- Riaz duo produced the film. It stars Anil Kapoor, Tabu, Amrish Puri, Pooja Batra, Milind Gunaji and Govind Namdeo. The music was composed by Anu Malik and S. P. Venkatesh, with the former composing the songs and the latter composing the score. The film marked the comeback for Priyadarshan in Hindi cinema. Music director Annu Malik reused some of the original tunes of Ilaiyaraaja from"" Thevar Magan"". Tabu has done beatboxing in this movie for the song Payalay Chunmun. "" Virasat"" received eleven nominations at the 43rd Filmfare Awards, including Best Film, Best Director for Priyadarshan, Best Actor for Kapoor, Best Actress for Tabu, and Best Supporting Actress& Best Female Debut for Batra, and won in seven categories, including Best Film( Critics), Best Actor( Critics) for Kapoor, Best Actress( Critics) for Tabu, Best Supporting Actor for Puri, and Best Story for Haasan. With worldwide earnings of over,"" Virasat"" emerged as one of the highest- grossing Bollywood films of 1997.

Jennifer Guglielmo
Jennifer Guglielmo is a writer, historian and associate professor at Smith College, specializing in the histories of labor, race, women, im/migration, transnational cultures and activisms, and revolutionary social movements in the modern United States. She has published on a range of topics, including working-class feminisms, anarchism, whiteness and the Italian diaspora.

International Center for Research on Women
The International Center for Research on Women (ICRW) is a non-profit organization headquartered in Washington, D.C., United States, with a regional office in New Delhi, India. ICRW has project offices in Mumbai and Hyderabad India, and is establishing a formal presence in East Africa. ICRW works to promote gender equitable development within the field of international development.

Party Monster
Party Monster may refer to:

Which film was released first, Sunset In Naples or The Storm Rider?"
c54c75a208db11ebbd9cac1f6bf848b6,No.,yes,"Ding Yaping
Ding Yaping( born in 1967), not to be confused with Deng Yaping, is a female Chinese and German former international table tennis player. She won bronze medal's at the 1989 World Table Tennis Championships and the 1991 World Table Tennis Championships in the women's doubles with Li Jun. She later represented Germany.

Ding Yan
Ding Yan (; 1794–1875) was a Qing dynasty Chinese classical scholar. He achieved the rank of ""juren"" in the Imperial Examinations.

Johann Christian Gustav Lucae
Johann Christian Gustav Lucae( 14 March 1814, Frankfurt am Main – 3 February 1885, Frankfurt am Main) was a German anatomist known for his studies in the field of craniology.

Li Dingguo
Li Dingguo( Wade- Giles: Li Ting- kuo)( 1621 – 1662) was a military general who fought for the Southern Ming against the Qing Dynasty.

Long Ding
Long Ding( born February 11, 1988) is a Chinese college athlete who plays American football as kicker. He was originally a member of the IFAF/ USA Football International Student Program, before entering college football after his arrival in the United States in 2007.

Park Chang-hyun
Park Chang- hyun( born June 8, 1966) is a South Korean football coach and former player.

Chief Tahachee
Chief Tahachee( born Jeff Davis"" Tahchee"" Cypert, March 4, 1904 – June 9, 1978) was an author, a stage actor, a film extra, and a vaudeville performer. He claimed to be a descendant of the Old Settler Cherokees. Chief Tahachee wrote four books:"" Poems of Dreams""( 1942),"" Drifting Sands""( 1950),"" An American Indian Climb Toward Truth& Wisdom""( 1955), and"" The Rough and Rowdy Ways of an American Indian Cowboy""( 1957). "" Poems of Dreams"" was his most popular and he renewed the copyright on it October 1972. Chief Tahachee was an actor, stuntman and film extra in many Hollywood films produced from the 1920s to the 1960s, including westerns, film noir, drama, and historical sagas. His first film appearance was in a silent film,"" The Last of the Mohicans"", in 1920 at the age of 16. Tahachee was married to poet and Hollywood film extra Dorothy Lear Evelyn Teters Cypert"" Nawana"" Yarbrough, who also went by"" Princess Neowana."" After their divorce married six more times, he fathered ten children. He died June 9, 1978 in San Gabriel, California of a heart attack.

Carlos Hartling
Carlos Hartling (2 September 1869 – 13 August 1920) was a German-born composer from Honduras, who composed the music for the national anthem of Honduras, adopted as the country's national anthem in 1915. Born in Schlotheim, Schwarzburg-Rudolstadt, his parents were Georg Friedrich Hartlíng and Johanne Henriete Wilhemine Hartling. He studied in the Weimar and Leipzing Conservatory. In September 1896, he went to Tegucigalpa because he had a 27 June 1896 contract to be a music and band teacher. He sang for the first time on 23 September. In 1903, he received the honor of writing the music of a poem written by Augusto Cesar Coello Ramos. He was married to Guadalupe Ferrari Guardiola. Since the second administration of General Manuel Bonilla in February 1912, the lyrics and music were popularized and sung at all official ceremonies.

John of Moscow
John of Moscow also known as Blessed John the Fool for Christ was a 16th-century Russian saint. He was born on the outskirts of Vologda in Russia. He was considered a wonderworker in Moscow and spent his youth as a labourer in a local saltworks and as a water-carrier. John made his work a spiritual discipline in conjunction with a strict commitment to fasting and personal prayer.

Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?"
1a344858086711ebbd5eac1f6bf848b6,"Spy Today, Die Tomorrow - 1967
All About Anna - 2005","Spy Today, Die Tomorrow","Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Spy Today, Die Tomorrow
Spy Today, Die Tomorrow (also known as Die Slowly, You'll Enjoy It More) is a 1967 German-Italian-Spanish Eurospy film written and directed by Franz Josef Gottlieb and starring Lex Barker.

Yesterday, Today & Tomorrow
Yesterday, Today& Tomorrow may refer to:

Die Another Day
The film, produced by Michael G. Wilson and Barbara Broccoli, and directed by Lee Tamahori, marked the ""James Bond"" franchise's 40th anniversary. The series began in 1962 with Sean Connery starring as Bond in ""Dr. No"". ""Die Another Day"" includes references to each of the preceding films.

Between Yesterday and Tomorrow
Between Yesterday and Tomorrow may refer to:

Bhavna (film)
Bhavna is a 1984 Hindi film directed by Pravin Bhatt in directorial debut of the cinematographer. The film stars Shabana Azmi, Marc Zuber, Saeed Jaffrey, Rohini Hattangadi, Kanwaljit Singh, Satish Shah and Urmila Matondkar. The film's music is by Bappi Lahiri.

Waris (1969 film)
Waris  is a 1969 Bollywood action comedy film, produced by Vasu Menon under the Vasu Studios banner and directed by Ramanna. It stars Jeetendra, Hema Malini in the lead roles and music composed by R. D. Burman. The film was a remake of Tamil film ""Naan"" (1967).

Die Hard Trilogy 2: Viva Las Vegas
Die Hard Trilogy 2: Viva Las Vegas is a video game developed by n-Space and published by Fox Interactive for Microsoft Windows and PlayStation in 2000. It is a sequel to ""Die Hard Trilogy"", which was based on the ""Die Hard"" series of action movies. Like its predecessor, the game features three distinct genres; a third-person shooter, a light gun game, and an action driving game. However, unlike ""Die Hard Trilogy"", which featured three separate storylines based on the first three ""Die Hard"" films, ""Die Hard Trilogy 2"" features a single original storyline that alternates between the three genres throughout the levels.

Nélson Veríssimo
Nélson Alexandre da Silva Veríssimo( born 17 April 1977) is a Portuguese retired footballer who played as a central defender, and is an assistant coach of S.L. Benfica.

Which film has the director who was born earlier, All About Anna or Spy Today, Die Tomorrow?"
882b017d089811ebbd77ac1f6bf848b6,Carrie Finlay.,Marco Donadel,"Marco Donadel
Marco Donadel( born 21 April 1983) is an Italian football midfielder.

Carrie Finlay
Carrie Finlay (born 19 September 1986) is a Canadian actress. She began her professional career as an actress, first appearing as a voice actress in the Canadian-US animated television series The Kids from Room 402 in 2000. She has had several live-action roles, appearing in ""The Worst WitchGambling and AddictionThe GazetteThe ReagansThe Score"" and ""Timeline"". She has also appeared onstage in several productions. Finlay attended the Faculty of Law at McGill University.

Stephen Finlay
Stephen Finlay (30 November 1956 – 14 February 2004) was an English actor, writer and artist. He trained as an artist at the Camberwell School of Arts and Crafts and then as an actor at the Central School of Speech and Drama in London. He is the son of actor Frank Finlay.

William Finlay
William Thomas Finlay (July 12, 1853 – May 9, 1914) was a politician and cabinet minister in Alberta and Northwest Territories, Canada

Do You Remember the First Time? (The Vampire Diaries)
"" Do You Remember the First Time?"" is the 7th episode of the sixth season of the American series"" The Vampire Diaries"" and the series' 118th episode overall. "" Do You Remember the First Time?"" was originally aired on November 13, 2014, on The CW. The episode was written by Rebecca Sonnenshine and directed by Darren Genet.

John James McCook (professor)
John James McCook, Jr.( February 4, 1843 – January 9, 1927) was a chaplain in the Union Army during the American Civil War, and postbellum lawyer, professor, and theologian. He was a member of the Fighting McCooks, a family of Ohioans who contributed 15 members to the Union army.

Donji Zovik
Donji Zovik may refer to:

Mark Andre
Mark Andre, born 10 May 1964 in Paris, is a French composer living in Germany. He was known as"" Marc André,"" his birth name, until 2007, when he formally revised the spelling. He lives in Berlin.

Ethan Iverson
Ethan Iverson( born February 11, 1973) is a pianist, composer, and critic best known for his work in the avant- garde jazz trio The Bad Plus with bassist Reid Anderson and drummer Dave King. Iverson was born in Menomonie, Wisconsin. Before The Bad Plus, he was musical director for the Mark Morris Dance Group and a student of both Fred Hersch and Sophia Rosoff. He has worked with artists such as Billy Hart, Kurt Rosenwinkel, Tim Berne, Mark Turner, Ben Street, Lee Konitz, Albert"" Tootie"" Heath, Paul Motian, Larry Grenadier, Charlie Haden and Ron Carter. He currently studies with John Bloomfield and serves on the faculty at New England Conservatory. In 2017, the Bad Plus announced that Iverson would be leaving the Bad Plus and that Orrin Evans would replace him. In the autumn of 2019 on the ECM label Iverson, with trumpeter Tom Harrell, released quartet album"" Common Practice"" recorded at the historic New York jazz club the Village Vanguard. Interview with jazz blog, marlbank.

Who was born first out of Marco Donadel and Carrie Finlay?"
9494fa760bdb11eba7f7acde48001122,"Reykjavik, Iceland.",Reykjavík,"Unravel
""Unravel"" is the third song on the album ""Homogenic"" by Björk, which was released in 1997. The song features a prominent example of Björk's use of a half-singing, half-speaking technique which, according to folklore specialist Njall Sigurason, is comparable to that of Old Icelandic choirmen. Structurally, the song is made up of a slowly sweeping melody, saxophones, a church organ, and distant-sounding electronic beats. Thematically, the song describes two faraway lovers. One of the lovers realizes that the love between the two of them is unraveling because of factors out of their control. The lover, Björk, seeks to reunite with her lover to rebuild the love lost.

The Great Unravel
The Great Unravel is the third studio album by folk rock group Gandalf Murphy and the Slambovian Circus of Dreams.

It Never Entered My Mind
``It Never Entered My Mind ''Song from Higher and Higher Published 1940 Songwriter (s) Lorenz Hart Composer (s) Richard Rodgers

Where Did the Night Fall
Where Did the Night Fall is the fourth regular studio album from British electronic music act Unkle, released on.

Unchained Melody
The best - known version of ``Unchained Melody ''was recorded by the duo The Righteous Brothers for Philles Records in 1965. The lead vocal was performed solo by Bobby Hatfield, who later recorded other versions of the song credited solely to him. According to his singing partner Bill Medley, they had agreed to do one solo piece each per album. Both wanted to do`` Unchained Melody'' for their fourth album, but Hatfield won the coin toss.

Paul Hardy (baseball)
Paul James Hardy (September 17, 1910 – August 1979) was an African-American baseball catcher in the Negro Leagues. He played from 1932 to 1945 with several teams.

Milt Machlin
Milt Machlin( June 26, 1924 – April 3, 2004) was an American journalist, author and adventurer. He is best known for coining the phrases"" Bermuda Triangle"" and"" Abominable Snowman,"" as well as his expedition to find scion Michael Rockefeller, who disappeared in New Guinea in 1961.

Canon law
The Catholic Church has what is claimed to be the oldest continuously functioning internal legal system in Western Europe, much later than Roman law but predating the evolution of modern European civil law traditions. What began with rules (""canons"") adopted by the Apostles at the Council of Jerusalem in the first century has developed into a highly complex legal system encapsulating not just norms of the New Testament, but some elements of the Hebrew (Old Testament), Roman, Visigothic, Saxon, and Celtic legal traditions.

Straits of Johor
The Johore Strait( also known as the Tebrau Strait, Straits of Johor, Selat Johor, Selat Tebrau, and Tebrau Reach) is an international strait in Southeast Asia, between Singapore and Peninsular Malaysia.

Where was the composer of song Unravel born?"
4aee95dc0bd911eba7f7acde48001122,Leigh Jason - USA,New York,"Meet Me on Broadway
Meet Me on Broadway is a 1946 American comedy film directed by Leigh Jason and written by George Bricker and Jack Henley. The film stars Marjorie Reynolds, Frederick Brady, Jinx Falkenburg, Spring Byington, Allen Jenkins, Gene Lockhart and Loren Tindall. The film was released on January 26, 1946, by Columbia Pictures.

Kiss Me, Kate
Kiss Me, Kate Music Cole Porter Lyrics Cole Porter Book Samuel and Bella Spewack Basis Shakespeare's play The Taming of the Shrew Productions 1948 Broadway 1951 West End 1999 Broadway revival 2001 West End revival 2007 Italian Version 2012 Chichester / West End revival Awards Tony Award for Best Musical Tony Award for Composer and Lyricist Tony Award for Best Author Tony Award for Best Revival Drama Desk Award for Outstanding Revival Evening Standard for Best Musical Critics Circle for Best Musical

List of How I Met Your Mother characters
Played by Tracey Ullman, Robin's mother appears in three episodes of season 9 from ``Vesuvius ''to`` The End of the Aisle''.

Meet Me After the Show
Meet Me After the Show is a 1951 Technicolor musical film starring Betty Grable and released through 20th Century Fox. The film was one of Grable's last musical films for Fox during her box office reign of the past decade.

Meet Me in the City
Meet Me in the City may refer to:

Summer Food Service Program
The Summer Food Service Program (SFSP) began in 1968. It was an amendment to the National School Lunch Act. Today, the SFSP is the largest federal resource available for local sponsors who want to combine a child nutrition program with a summer activity program. Sponsors can be public or private groups, such as non-profit organizations, government entities, churches, universities, and camps. The government reimburses sponsors for the food at a set rate. There are still communities that have not created a Summer Food Service Program in their community. For those individuals that want to help ensure children have meals during the summer, they can get more information from the USDA or their state government agencies.

Avenging Fangs
Avenging Fangs is a 1927 American silent action film directed by Ernest Van Pelt and starring Kenneth MacDonald and Helen Lynch. It was a showcase for Sandow the Dog, a prospective rival for the popular Rin Tin Tin.

Duncan Tucker
Tucker was born in Arizona and graduated from New York University. After the short subject film ""The Mountain King"", which was screened at over 31 international festivals, he wrote and directed his first feature film, ""Transamerica"". His book ""Many Fish"" is published by Ascent, and his photos and pictures are exhibited at many New York art galleries.

Major Saab
Major Saab is a 1998 Indian Hindi action film starring Amitabh Bachchan, Ajay Devgn, Sonali Bendre and Ashish Vidhyarthi. The plot of the film is loosely based on Rajinikanth's 1984 blockbuster"" Thambikku Entha Ooru"".

Where was the director of film Meet Me On Broadway born?"
19ab7c2a0bdd11eba7f7acde48001122,"San Antonio, Texas.",San Antonio,"Carlos Bee
Carlos Bee (July 8, 1867 – April 20, 1932) was an attorney and politician, serving as U.S. Representative from Texas. He was a son of Hamilton P. Bee and a great-grandson of Thomas Bee, a politician and judge in South Carolina in the Revolutionary and Federal periods.

Carlos Bee (California politician)
Carlos Bee, Junior( May 5, 1917- November 29, 1974) was a California politician. He served on the Hayward city council from 1948 to 1954, then as the mayor of Hayward from 1952 to 1954. From 1959 to 1968, and 1971 to 1974, he served as speaker pro tempore in the California State Assembly. Carlos Bee Boulevard in Hayward was named after him. He was born in Berkeley, California, the son of Texas Congressman Carlos Bee and grandson of Hamilton P. Bee, Speaker of the Texas House of Representatives, 1855 – 56. He died in San Antonio, Texas.

The Red Fish
The Red Fish( Spanish: Los peces rojos) is a 1955 Spanish thriller film directed by José Antonio Nieves Conde. and written by Carlos Blanco. Original idea by Carlos Blanco. Spanish film noir classic movie, praised by critics as one of the top ten Spanish films ever made. It ’s a psychological thriller fueled by a remarkably intriguing premise Ivón, a chorus girl, and Hugo, a failed writer, turn up at a provincial hotel on a stormy night. They have come from Madrid with Carlos, Hugo ’s son, born nineteen years earlier after a casual affair. They decide to lean over the cliffs to look at the angry waves down below – and Carlos falls to his death.

Circus Beely
Circus Beely or What's Going On at the Beely Circus? ( German: Was ist los im Zirkus Beely?) is a 1927 German silent thriller film directed by and starring Harry Piel. The film's sets were designed by the art director Kurt Richter.

Keith Bee
Keith Bee was a member of the Arizona House of Representatives and the Arizona Senate.

St. John's Church, Plön
St. John's Church in the north German town of Plön was built in 1685 as an independent parish church when Plön's new town, Neustadt, was developed by Duke John Adolphus. The timber- framed hall church( Saalkirche), with its three- sided polygonal end, was altered in 1861 by the installation of new windows. Further changes were made in 1910, when the interior was changed to the style of Gothic Revival.

William King (Australian politician)
William Thomas King( 24 May 1893 – 2 April 1966) was a member of the Queensland Legislative Assembly.

Natural selection
Natural selection is the differential survival and reproduction of individuals due to differences in phenotype. It is a key mechanism of evolution, the change in the heritable traits characteristic of a population over generations. Charles Darwin popularised the term ``natural selection '', contrasting it with artificial selection, which is intentional, whereas natural selection is not.

Annelid
Earthworms are Oligochaetes that support terrestrial food chains both as prey and in some regions are important in aeration and enriching of soil. The burrowing of marine polychaetes, which may constitute up to a third of all species in near-shore environments, encourages the development of ecosystems by enabling water and oxygen to penetrate the sea floor. In addition to improving soil fertility, annelids serve humans as food and as bait. Scientists observe annelids to monitor the quality of marine and fresh water. Although blood-letting is no longer in favor with doctors, some leech species are regarded as endangered species because they have been over-harvested for this purpose in the last few centuries. Ragworms' jaws are now being studied by engineers as they offer an exceptional combination of lightness and strength.

Where did Carlos Bee's father die?"
885ba7220bdc11eba7f7acde48001122,Italy.,Venice,"Eugene Fubini
Dr. Eugene G. Fubini (1913–1997) was a defense policy maker of the Cold War. He immigrated from Italy to the United States in 1939, and in 1942 joined the war effort, working with America despite his native nationality. He worked on research and engineering of radio and defense electronics in general. Later, Fubini became Assistant Secretary of Defense (1963) and a major voice for the policy of technological supremacy during the Cold War. He also served as the chairman of the U.S. Communications Security board. Dr. Fubini was the son of Mathematician Guido Fubini. The Defense Science Board presents the Eugene G. Fubini Award on an annual basis for distinguished service. The award was established in 1996 by then Secretary of Defense, William Perry. This award is to recognize an individual who has made highly significant contributions to the Department of Defense in an advisory capacity over a sustained period of time. The first recipient was Dr. Eugene G. Fubini.

Eugene G. Fubini Award
The Eugene G. Fubini Award is an award by the Defense Science Board, named after Eugene G. Fubini, on an annual basis to recognize an individual from the private sector who has made highly significant contributions to the Department of Defense in an advisory capacity over a sustained period of time. Also in honor of Dr. Fubini, the National Defense Industrial Association( NDIA) presents a different Fubini Award recognizing the NDIA C4ISR Person of the Year.

Fubini's theorem
In mathematical analysis Fubini's theorem, introduced by Guido Fubini in 1907, is a result that gives conditions under which it is possible to compute a double integral by using iterated integral. One may switch the order of integration if the double integral yields a finite answer when the integrand is replaced by its absolute value.

Giuseppe Cambini
Giuseppe Maria Gioacchino Cambini( Livorno, 13 February? 1746 Netherlands? 1810s? or Paris? 1825?) was an Italian composer and violinist.

Forbin
Forbin is a French surname. Members of an ancient Provence family (which now has many branches, the principal ones being the ""Forbin des Lasarts"" branch and the ""Forbin Janson"" branch) bearing the name include:
Others with this surname include:
Location:

Cleveland Botanical Garden
The Cleveland Botanical Garden, located in the University Circle neighborhood of Cleveland, Ohio, in the United States, was founded in 1930 as the Garden Center of Greater Cleveland. It was the first such organization in an American city. Originally housed in a converted boathouse on Wade Park Lagoon, the center served as a horticultural library, offering classes and workshops for gardeners and spearheading beautification projects in the community. In 1966, having outgrown its original home, the Garden Center moved to its present location in University Circle, the site of the old Cleveland Zoo. Remnants of the old bear pit still remain in the Ohio Woodland Garden. In 1994, the organization's Board of Trustees changed the name to Cleveland Botanical Garden to reflect a dramatically expanded mission and launched an ambitious capital campaign to develop a facility that would support the enhanced program agenda. The expanded and renovated building, designed by Graham Gund Architects of Cambridge, Massachusetts, opened to the public in July 2003.

List of people known as the Monk
The Monk is an epithet for:

Idania Fernandez
Idania de Los Angeles Fernandez, born July 23, 1952 in Managua, Nicaragua, assassinated in captivity in Leon, Nicaragua April 16, 1979. Martyr of the Nicaraguan Revolution. Scholars in US universities have placed her name next to Camilo Torres Restrepo, Che Guevara, José Martí in that they shared a profound sensitivity toward injustice.

S. M. Sriramulu Naidu
Subbarayalu Munuswami Sriramulu Naidu( 1910- 1976), also known as Sreeramulu Naidu, was an Indian businessman and movie producer from Coimbatore who founded the Pakshiraja Studios in 1945. He was responsible for the early development of the Tamil film industry in Coimbatore and was called the"" Coimbatore movie mogul"". He has directed and produced films predominantly in Tamil, Telugu, Hindi and Malayalam languages, while also having made one Kannada film. In 1944, he was implicated as one of the accused in the Lakshmikanthan Murder Case and served his sentence till 1945 when he was discharged due to lack of evidence.

Where was the father of Eugene Fubini born?"
66f6f0e60baf11ebab90acde48001122,Bertila of Spoleto.,Theodora,"Alberic III, Count of Tusculum
Alberic III (died 1044) was the Count of Tusculum, along with Galeria, Preneste, and Arce, from 1024, when his brother the count Roman was elected Pope John XIX, until his own death. He was a son of Gregory I and Maria, brother of Popes Benedict VIII and John XIX, and brother-in-law of Thrasimund III of Spoleto.

Theodora (senatrix)
She was the mother of Marozia, alleged concubine to Pope Sergius III, and the mother of Pope John XI, fathered by—according to Liutprand of Cremona and the ""Liber Pontificalis""— Sergius. A third contemporary source, however—the annalist Flodoard (c. 894–966)—says John XI was the brother of Count Alberic II of Spoleto, the latter being the offspring of Marozia and her husband Count Alberic I of Spoleto. Hence John too was probably the son of Marozia and Alberic I.

Willa of Spoleto
Willa of Spoleto( also Willa of Tuscany)( – 7 January 978) was the daughter of Boniface I, duke of Spoleto. Through marriage to Hubert, Duke of Spoleto Willa became duchess of Spoleto and margravine of Tuscany.

Peter (floruit 926)
Peter was a governor of Rome, Roman consul, and brother of Pope John X. He became consul after the death of Alberic I of Spoleto.

Bertila of Spoleto
Bertila of Spoleto (also Bertilla) (c. 860 – December 915) was the wife of Berengar I of Italy, and by marriage Queen consort of Italy and Holy Roman Empress.

Chiriyakhana
Chiriakhana or Chiriyakhana  is a 1967 Indian Bengali-language crime thriller film, based on the story of the same name by Sharadindu Bandyopadhyay, directed by Satyajit Ray starring Uttam Kumar as Byomkesh Bakshi. The screenplay is written by Satyajit Ray. The film was once considered Ray's worst film because of its complex plot, but nowadays many intellectuals and film experts consider it Ray's most brilliant movie. The flexible acting of Uttam Kumar in the movie was praised by many critics at that time.

Edward M. Holland
Edward M. Holland( born November 28, 1939) is an attorney in Northern Virginia and was a member of the Virginia Senate from 1972- 1996.

Dancing to Restore an Eclipsed Moon
Dancing to Restore an Eclipsed Moon is the debut studio album of American post- punk band Red Temple Spirits. It was released in 1988 on the Nate Starkman& Son label, a subsidiary of Fundamental.

South Willard, Utah
South Willard is a census-designated place (CDP) in Box Elder County, Utah, United States. The population was 1,571 at the 2010 census.

Who is Alberic Ii Of Spoleto's maternal grandmother?"
aced599e08c811ebbd92ac1f6bf848b6,Lay the Favorite.,Lay The Favorite,"Man's Favorite Sport?
Man's Favorite Sport? is a 1964 comedy film starring Rock Hudson and Paula Prentiss. Released by Universal Pictures, the movie was directed and produced by Howard Hawks. Hawks intended this movie to be an homage to his own 1938 screwball classic"" Bringing Up Baby"" with Katharine Hepburn and Cary Grant, and unsuccessfully tried to get the original stars to reprise their roles.

An Unreasonable Man
An Unreasonable Man is a 2006 documentary film that traces the life and career of political activist Ralph Nader, the founder of modern consumer protection in America and perennial presidential candidate. The film was created to defend Nader and restore his reputation after his controversial role in the 2000 U.S. presidential election. The film presents interviews with current and former members of Nader's Raiders, including Joan Claybrook and Robert Fellmeth, as well as politicians and political analysts such as Phil Donahue, Pat Buchanan, and Eric Alterman. The film takes its name from the George Bernard Shaw quotation,"" The reasonable man adapts himself to the world; the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.""

Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Lay the Favorite
Lay the Favorite (promoted as Lay the Favourite in the UK) is a 2012 American comedy-drama film starring Bruce Willis, Rebecca Hall, Catherine Zeta-Jones and Joshua Jackson. Based on Beth Raymer's memoir of the same title, the film follows a young, free-spirited woman as she journeys through the legal and illegal world of sports gambling. The film was directed by Stephen Frears.

An Unreasonable Man
An Unreasonable Man is a 2006 documentary film that traces the life and career of political activist Ralph Nader, the founder of modern consumer protection in America and perennial presidential candidate. The film was created to defend Nader and restore his reputation after his controversial role in the 2000 U.S. presidential election.

Abe no Munetō
Abe no Munetō was based at the Isawa Stockade. He occupied the fort called the Tonomi Palisade( 鳥海冊,"" tonomi- saku"") that was established on the north side of the Isawa at an uncertain date. In 1061, during the Zenkunen War, Abe no Munetō defeated the Minamoto forces in the Battle of Tonomi Palisade.

Tell Your Friends
Tell Your Friends may refer to:

Frederick Hervey, 4th Earl of Bristol
Frederick Augustus Hervey, 4th Earl of Bristol, (1 August 1730 – 8 July 1803), was an 18th-century Anglican prelate. Elected Bishop of Cloyne in 1767 and translated to the see of Derry in 1768, Hervey served as Lord Bishop of Derry until his death in 1803. As Edward Gibbon remarked ""every great man is something of a builder"" and the magnificent mansions at Downhill and Ballyscullion bear testimony that Lord Bristol had at least one of the elements of greatness. Accordingly, he became known as the Edifying Bishop or The Earl-Bishop (in allusion to prince-bishop).

David Poisson (alpine skier)
David Poisson (31 March 1982 – 13 November 2017) was a French World Cup alpine ski racer, who specialized in the speed events. He made his World Cup debut in 2004. Poisson represented France at the 2010 Winter Olympics in Vancouver, where he placed 7th in the downhill. At the 2013 World Championships, Poisson made his first podium in top-level competition, taking bronze in the downhill. In 2015, Poisson took his only World Cup podium in a downhill in Santa Caterina, finishing third.

Which film was released more recently, An Unreasonable Man or Lay The Favorite?"
