index,question,predicted_answer,actual_answer,bert_score,cosine_score,exact_match
0,"Polish- Russian War( Wojna polsko- ruska) is a 2009 Polish film directed by Xawery uawski based on the novel Polish- Russian War under the white- red flag by Dorota Masowska.

Dorota Kdzierzawska (born 1 June 1957 in ód) is a Polish director of feature and documentary films. Kdzierzawska graduated from the National Film School in ód in 1981 but prior to that had completed a course in cultural studies at the University of ód and studied film directing in Moscow for two years. Kdzierzawska is the director of several acclaimed films, such as CrowsNothingI Am, and Devils, Devils. In her films she concentrates on the experiences of disadvantaged children who contend with a difficult financial situation, rejection by adults, or both. Her characters are usually women, hopelessly fighting for the love of their men. Her most recent film, Time to DiePora Umiera, 2007), is a powerful black-and-white depiction of the daily life of an old woman named Aniela, played by Polish screen and stage legend Danuta Szaflarska. Dorota Kdzierzawska directed the following movies:

Film director, Rosa von Praunheim was already in his early sixties when in 2000, Gertrud Mischwitzky, his 93- year- old mother, told him that he had been adopted at an orphanage in Riga. As his adopted parents were loving and supporting, he initially did not feel the need to search for his origins. With the death of his mother, Gertrud, he began ferreting out details of the Nazi occupation of Latvia, discovering by chance his biological mother ’s name, Edith Radtke, and his own birth certificate in a prison hospital. Edith was murdered in a madhouse by Nazi doctors during the war. My rebellious mother is definitely a part of me, I was lucky enough to put my craziness into my films, the director commented in a later interview.  Two Mothers was a hit in German television. It was very well received, even but usual critics of Praunheim's work.  They seemed to love this one, the director explained, because they can identify with its narrative. It is my most emotional film. I made it without realizing that I was really in the film.

Irma Yakovlevna Raush (born 21 April 1938) is a Russian actress and the first wife of film director Andrei Tarkovsky. She is best known for her role as Durochka in Andrei Rublev and as Ivan's mother in Ivan's Childhood.

Zofia Wojciechowska- Grabska( April 27, 1905 – October 10, 1992) was a Polish painter. She was the daughter of President of Poland Stanisaw Wojciechowski and First Lady Maria Wojciechowska.

Who is the mother of the director of film Polish-Russian War (Film)?",gertrud mischwitzky,małgorzata braunek,0.2828567624092102,0.0,False
1,"The Mask of Fu Manchu is a 1932 pre-Code adventure film directed by Charles Brabin. It was written by Irene Kuhn, Edgar Allan Woolf and John Willard based on the 1932 novel of the same name by Sax Rohmer. Starring Boris Karloff as Fu Manchu, and featuring Myrna Loy as his depraved daughter, the movie revolves around Fu Manchu's quest for the golden sword and mask of Genghis Khan. Lewis Stone plays his nemesis. Dr. Petrie is absent from this film.

Donald Herman Sharp( 19 April 192114 December 2011) was an Australian- born British film director. His best known films were made for Hammer in the 1960s, and included The Kiss of the Vampire( 1962) and Rasputin, the Mad Monk( 1966). In 1965 he directed The Face of Fu Manchu, based on the character created by Sax Rohmer, and starring Christopher Lee. Sharp also directed the sequel The Brides of Fu Manchu( 1966). In the 1980s he was also responsible for several hugely popular miniseries adapted from the novels of Barbara Taylor Bradford.

Les Trottoirs de Bangkok( English: The Sidewalks of Bangkok, also known as Bangkok Interdit) is a 1984 erotic thriller film directed by Jean Rollin. The film was inspired by the 1932 Boris Karloff classic The Mask of Fu Manchu. In contrast to Rollin's usual themes of vampires, dream- like atmosphere and crumbling châteaus, Les Trottoirs des Bangkok mixes themes of adventure, crime and mystery with comic book dialogue, while still featuring naked women and sex, which his films were known for.

Ransom is a 1928 American silent drama film directed by George B. Seitz and is considered to be lost. This is one of the many films of this period that sought to cash in on the fame of the then- popular Sax Rohmer Fu Manchu novels. Surprisingly, Columbia resorted to aping the character instead of attempting to secure the rights legally from the author. The following year, Paramount released the first of a Fu Manchu trilogy of films that were very successful.

The Face of Fu Manchu is a 1965 thriller film directed by Don Sharp and based on the characters created by Sax Rohmer. It stars Christopher Lee as the eponymous villain, a Chinese criminal mastermind, and Nigel Green as his pursuing rival Nayland Smith, a Scotland Yard detective. The film was a British- West German co-production, and was the first in a five- part series starring Lee and produced by Harry Alan Towers for Constantin Film, the second of which was The Brides of Fu Manchu released the next year, with the final entry being The Castle of Fu Manchu in 1969. It was shot in Technicolor and Techniscope, on- location in County Dublin, Ireland.

Which film came out first, Blind Shaft or The Mask Of Fu Manchu?",the mask of fu manchu,the mask of fu manchu,1.0000001192092896,1.0000000000000002,True
2,"John V of Anhalt- Zerbst( Dessau, 4 September 1504 – Zerbst, 4 February 1551), was a German prince of the House of Ascania and ruler of the principality of Anhalt- Dessau. From 1544, he assumed rule of the re-created principality of Anhalt- Zerbst. John was the second( but eldest surviving) son of Ernest I, Prince of Anhalt- Dessau, by his wife Margarete, daughter of Henry I, Duke of Münsterberg- Oels, and granddaughter of George of Podbrady, King of Bohemia.

John II, Prince of Anhalt- Zerbst( died 11 April 1382) was a German prince of the House of Ascania and ruler of the principality of Anhalt- Zerbst. He was the youngest son of Albert II, Prince of Anhalt- Zerbst, by his second wife Beatrix, daughter of Rudolf I, Elector of Saxony and Duke of Saxe- Wittemberg.

John VI of Anhalt-Zerbst (Zerbst, 24 March 1621 – Zerbst, 4 July 1667), was a German prince of the House of Ascania and ruler of the principality of Anhalt-Zerbst. He was the only son of Rudolph, Prince of Anhalt-Zerbst, by his second wife Magdalene, daughter of John VII, Count of Oldenburg.

John Augustus, Prince of Anhalt- Zerbst( 29 July 1677 in Zerbst – 7 November 1742 in Zerbst), was a German prince of the House of Ascania and ruler of the principality of Anhalt- Zerbst. He was the eldest son of Karl William, Prince of Anhalt- Zerbst, by his wife Sophie, daughter of August, Duke of Saxe- Weissenfels.

John Louis II, Prince of Anhalt- Zerbst( 23 June 1688, in Dornburg – 5 November 1746, in Zerbst), was a German prince of the House of Ascania and ruler of the principality of Anhalt- Dornburg. After 1742 he became ruler over the principality of Anhalt- Zerbst. He was the eldest son of John Louis I, Prince of Anhalt- Dornburg, by his wife Christine Eleonore of Zeutsch.

When did John V, Prince Of Anhalt-Zerbst's father die?",1516,12 june 1516,0.780023992061615,0.44943641652398214,False
3,"Wearing Velvet Slippers under a Golden Umbrella (Pronounced as Katipa phanat see shwe htee hsaung) is a 1970 Burmese film directed by Maung Wunna starring Myat Mon, Myat Lay and Thet Naung. The film was Maung Wunna's first feature as director and he also wrote the screenplay, based on the novel of the same name by Maung Thara.

A Love Under an Umbrella , is a French short cinema film from 1950, directed by Jean Laviron, written by Paul Armont, and starring by Jacques-Henry Duval. It also features an uncredited performance by Louis de Funès.

Ava Marie DuVernay (born August 24, 1972) is an American filmmaker and film distributor. She won the directing award in the U.S. dramatic competition at the 2012 Sundance Film Festival for her second feature film Middle of Nowhere, becoming the first black woman to win the award. For her work on Selma (2014), DuVernay became the first black woman to be nominated for a Golden Globe Award for Best Director, and also the first black female director to have her film nominated for the Academy Award for Best Picture. In 2017, she was nominated for the Academy Award for Best Documentary Feature for her film 13th (2016). DuVernay's 2018 fantasy film A Wrinkle in Time, had a production and marketing budget between $150 million and $250 million, making her the first black woman to direct a live-action film with a budget of that size. Although commercially unsuccessful, the film made her the first black American woman to direct a film that earned at least $100 million domestically. The following year, she created, co-wrote, and directed the Netflix drama miniseries  When They See Us, based on the 1989 Central Park jogger case, which has earned critical acclaim.

The 2nd Australian Academy of Cinema and Television Arts International Awards( commonly known as the AACTA International Awards), were presented by the Australian Academy of Cinema and Television Arts( AACTA), a not for profit organisation whose aim is to identify, award, promote and celebrate Australia's greatest achievements in film and television. Awards were handed out for the best films of 2012 regardless of geography, and are the international counterpart to the awards for Australian films( held on 28 and 30 January). The ceremony took place at Soho House in Los Angeles, California on 26 January 2013. The event was hosted by Australian actor Russell Crowe. The nominees were announced on 8 January 2013, with Silver Linings Playbook receiving the most nominations, with five.  Silver Linings Playbook won the most awards with three, and were given to discretionary, non-competitive awards for Best Supporting Actor and Best Supporting Actress to Robert De Niro and Jacki Weaver, respectively.

The Velvet Hand is a 1918 American drama film directed by Douglas Gerrard and written by F. McGrew Willis. The film stars Fritzi Brunette, William Conklin, Gino Corrado, F. A. Turner, Wedgwood Nowell and Carmen Phillips. The film was released on September 30, 1918, by Bluebird Photoplays, Inc..

What is the award that the director of film Wearing Velvet Slippers Under A Golden Umbrella won?",the directing award at the us dramatic competition at the 2012 sundance film festival,myanmar motion picture academy awards,0.4581223726272583,0.0,False
4,"Ronnie Rocket is an unfinished film project written by David Lynch, who also intended to direct it. Begun after the success of Lynch's 1977 film EraserheadRonnie Rocket was shelved after Lynch felt he would be unable to find financial backing for the project. He instead sought out an existing script on which to base his next film, settling on what would become 1980's The Elephant Man.  Ronnie Rocket was to feature many of the elements which have since come to be seen as Lynch's hallmarks; including industrial art direction, 1950s popular culture and physical deformity. The script featured a three- foot tall man with control over electricity; Lynch first met Michael J. Anderson when tentatively casting for this role, and later cast him in Twin Peaks and Mulholland Drive as a result.

Ronnie Baxter( born 5 February 1961 in Blackpool, Lancashire) is a former World No. 1 English retired professional darts player. He used the nickname The Rocket for his matches. Baxter was known for his fast robotic throwing action. He currently resides in his hometown Blackpool. Baxter is widely regarded as one of the best players never to win a major tv title. He is still active on the exhibition circuit.

Ron Sparks (born May 20, 1977) is a Canadian comedian, actor, writer and producer. He was born in Chatham-Kent, Ontario and lives in Toronto, Ontario. He is best known as an alternative comedian and frequent guest on CBC Radio 1's The Debaters, and on TV as a regular and favourite juror on MuchMusic's highest-rated show, Video on Trial, also starring as The Judge in the Stars on Trial Christmas special and various other VOT spin-offs.

The Rocket Man is a 1954 black-and-white comedy film from 20th Century Fox, produced by Leonard Goldstein, directed by Oscar Rudolph, that stars Charles Coburn, Spring Byington, Anne Francis, John Agar, and George Foghorn Winslow. The script was co-written by Lenny Bruce and Jack Henley from a story by George W. George and George F. Slavin. A comedy with science fiction overtones, the film carries the tag line, “Out-of-this-world laughter and down-to-earth charm when the face from space turns out to be ... the kid next door!” The New York Times found the fact that comedian Lenny Bruce was one of the film's screenwriters was the strangest aspect of the low-budget production, noting that the film contains little of Bruce's trademark humor.

Roel Reiné (born 15 July 1970 in Eindhoven) is a Dutch film director. Occasionally he uses the alias John Rebel (BearWolf Town). His production company is called Rebel Film.

Where was the director of film Ronnie Rocket born?",eindhoven,missoula montana,-0.04204573109745979,0.0,False
5,"Prince Charles Bretagne Marie de La Trémoille (24 March 1764 – 10 November 1839), 8th Duke of Thouars, 7th Duke of La Trémoïlle, 10th prince de Tarente, 14th prince de Talmond and 14th Count of Laval, was a French aristocrat and soldier; he was the son of Jean Bretagne Charles de La Trémoille and his wife Princess Marie-Maximilienne of Salm-Kyrburg.

Charles Armand René de La Trémoille (14 January 1708, in Paris – 23 May 1741), 6th duc de Thouars, was the son of Charles Louis Bretagne de La Trémoille and his wife, Marie Madeleine Motier de la Fayette. La Trémoille was a French soldier and president of the States of Brittany. He joined the military at a young age and became a colonel of the Champagne regiment at the age of eighteen. Later, he became governor of Île-de-France. He distinguished himself in the battle of Guastalla, in Italy, and was named shortly thereafter sergeant of the armies of the king. La Trémoille was the author of some works and was elected a member of the Académie française on 13 February 1738. On 29 January 1725 he married his cousin Marie Hortense de La Tour d'Auvergne, the daughter of Marie Armande Victoire de la Trémoïlle (1677–1717) and Emmanuel-Théodose de La Tour d'Auvergne, duc de Bouillon (1668–1730). Marie Hortense, like her husband was a granddaughter of Charles Belgique Hollande de La Trémoille. From this union was born a son: Jean Bretagne Charles de La Trémoille and a daughter who died in infancy.

Prince Jean- Bretagne- Charles de La Trémoille( 5 February 1737 – 19 May 1792), 7th Duke of Thouars, was a French soldier and the son of Charles Armand René de La Trémoille and his wife, Marie Hortense de La Tour d'Auvergne of Bouillon.

Louis Charles Marie de La Trémoille( 28 March 1863 –17 June 1921), 10th Duke of Thouars, 16th Count of Laval was a French nobleman and the son of Louis Charles de La Trémoille and his wife Marguerite Églé Jeanne Caroline Duchâtel( daughter of Count Charles Marie Tanneguy Duchâtel, Count Duchâtel and his wife Rosalie( Eglé) Paulée) La Trémoille was a deputy for Gironde from 1906 to 1919, and mayor of Margaux from 1904 to 1919. He was a member of the democratic left.

Charles Louis Bretagne de La Trémoille (15 March 1683 – 9 October 1719), 6th duke of Thouars, was the son of Charles Belgique Hollande de La Trémoille and Madeleine de Créquy, daughter and heiress of Charles III de Créquy. He became duke of Thouars upon his father's death in 1709. He was also count of Laval and Montfort and inherited the ancient French claim to the Kingdom of Naples. The Neapolitan claim gave the family the rank of princes étrangers at the French court. The Duke made a career in the military as well as at Versailles: he was brigadier of cavalry (January 1709), first gentleman of the King's chamber (June 1709), governor of Thouars (July 1709), and Maréchal de camp (February 1719). His sister Marie Armande Victoire de La Trémoille married Emmanuel Théodose de La Tour d'Auvergne. On 13 April 1706 he married Marie-Madeleine Motier de La Fayette (1691–1717), the daughter of Rene-Armand, marquis de La Fayette and Marie-Madeleine de Marillac, and granddaughter of the author Marie-Madeleine Pioche de la Vergne, comtesse de la Fayette. They had one child, Charles Armand René de La Trémoille, born in 1708.

Where was the father of Ștefan I. Nenițescu born?",paris,galați,0.30059897899627686,0.0,False
6,"tefan I. Neniescu (October 8, 1897–October 1979) was a Romanian poet and aesthetician. Born in Bucharest, his parents were the poet Ioan S. Neniescu and his wife Elena (née tefan). He attended Sapienza University of Rome from 1920, as well as the literature and philosophy department of Bucharest University. At first an assistant professor of aesthetics, he later became an associate professor at Bucharest. He served as press secretary and later economic adviser to the Romanian legation in The Hague. Neniescu's first publication was a 1915 article about William Shakespeare that appeared in Noua revist român. His first book of poetry, Denii (1919), was followed by Vraj (1923) and Ode italice (1925). His single volume of theatre was Trei mistere (1922). From 1924, he wrote for Gândirea, and was a founding member of Romania's PEN Club. He also contributed poetry and art criticism to Convorbiri LiterareIdeea europeanVremeaUniversul literarViaa RomâneascAdevrul and Arta plastic. In 1925, Neniescu published a treatise, Istoria artei ca filosofie a istoriei. He translated from Benedetto Croce (Aesthetic, 1922) and Niccolò Machiavelli (The Mandrake, 1926). Initially, Neniescu's poetry was discursive and religious, in line with the Gândirist current. His verse became progressively more hermetic, as can be seen in the anthology volume Ani (1973). Including texts published in the 1940s and '50s, it reveals the intellectualized lyric verse of an eminently classical nature.

Ioan S. Neniescu (April 11, 1854–February 23, 1901) was a Romanian poet and playwright. Born in Galai, his parents were tefan Vasiliu, a manual laborer, and his wife Elisabeta (née Zaharia). After completing the Alexandru Ioan I commercial school in his native town , he finished high school, passing the exit examination at Iai. He also audited courses at Iai University's literature faculty. Neniescu attended an officers' school, volunteered in the Romanian War of Independence and was wounded at Grivitsa. He then studied at the philosophy faculty of Berlin University, taking a doctorate in 1887 at Leipzig University with a thesis on Baruch Spinoza. He worked as a schoolteacher and inspector in Bucharest. He traveled south of the Danube, a trip that resulted in an ample ethnic and statistical study of the AromaniansDe la românii din Turcia European, 1895). He sat in the Assembly of Deputies for his native Covurlui County, and also served as prefect of Tulcea County in the Dobruja region. Neniescu's first work appeared in the Galai newspaper Gardistul civic. A member of Junimea, he published numerous poems in its organ Convorbiri Literare. He also contributed to AlbinaAmicul copiilorRevista nouRomânul literareztoarea and Ziarul presei. While in Bucharest from 1884 to 1888, he published ara nou magazine, mainly submitting articles on pedagogy, ethics and sociology. His first book was the 1880 poetry volume Flori de primvar, followed by oimii de la Rzboieni (1882) and Pui de lei (1891). Of the plays he wrote, the only one he published was Radu de la Afumai (1897). In 1896, Neniescu was elected a corresponding member of the Romanian Academy. He died in Buzu. His son tefan also became a poet.

tefan Bârsnescu( 28 March 1895—5 November 1984) was a Romanian academician and educator who gained renown as an essayist and philosopher. Born in the village of Vipereti in Buzu County, a part of the historical region of Muntenia, tefan Bârsnescu was a member of the Romanian Academy and the author of over thirty scholarly volumes and more than five hundred articles and essays. He died in Iai four- and- a- half months before his 90th birthday.

tefan Niculescu( July 31, 1927 – January 22, 2008) was a Romanian composer. Niculescu was born in Moreni, Dâmbovita. He was credited with introducing his own brand of heterophony, a technique based on superimposing melodic material onto variations of itself in order to create textures that are propelled by thematic energy as well as by the more common textural factors of density and levels of activity. This creative approach bears similarities with György Ligeti's micropolyphony, but important aesthetic and stylistic differences set them apart. Niculescu's work as a teacher made him a mentor to a whole generation of younger Romanian composers, among them Dan Dediu. Niculescu's work Ison II for wind and percussion permutates simultaneous segments of a diatonic melody producing a reverberating complexity of sound which is held together by a strong sense of modal clarity.  Opus Dacicum for orchestra applies similar textural explorations but with a stronger sense of harmonic movement, often with a Wagnerian lushness that lends this music a sensuous appeal a world apart from Ligeti's cluster- oriented sonorities. Among his honors are many awards from the Romanian Academy and The Society of Romanian Composers. He also received awards from the Académie des Beaux- Arts in Paris( 1972), the International Record Critics Award( 1985), and the Herder Prize in Vienna( 1994). In the 1970s he contributed to the popularization of modern music by organizing public listenings in Bucharest together with erban Stnciulescu.

Barbu tefnescu Delavrancea ; pen name of Barbu tefan; April 11, 1858 in Bucharest – April 29, 1918 in Iai) was a Romanian writer and poet, considered one of the greatest figures in the National awakening of Romania.

Are North Marion High School (Oregon) and Seoul High School both located in the same country?",no,no,1.0,1.0,True
7,"North Marion High School is a public high school in Aurora, Oregon, United States. The school is part of the North Marion School District with all four schools being located on the same campus. The school draws students from the cities of Aurora, Hubbard, and Donald as well as the communities of Broadacres and Butteville.

Hangyeore High School( ) is a government- funded middle and high school for North Korean refugees adjusting to life in South Korea. It is located in Anseong, Gyeonggi Province, south of Seoul. It opened on March 1, 2006. Depending on a pupil's performance, he or she may stay in a period from six months to two years. The school intends for students to transition to regular South Korean schools. The school has no tuition fees. It serves three meals per day and has a school uniform. Only children and teenagers originating from North Korea are allowed to attend. As of 2010 144 students attend the school. Of them, 79 said that they had watched South Korean media while in North Korea.

The Japanese School in Seoul(  Souru Nihonjin Gakk, ) is a Japanese international school located in the Sangam- dong neighorhood of Mapo District, Seoul, for the children of Japanese citizens residing in South Korea. The Japanese School in Seoul was established on May 8, 1972, with a total of 33 kindergarten and primary school students. In 2005, it had grown to 403 students at kindergarten, primary and middle school levels. The Japanese School in Seoul is recognized by Japan's Ministry of Education as teaching a curriculum equivalent to schools for the same ages in Japan. The Japanese School in Seoul moved to its current location in Digital Media City( DMC) in Mapo on September 27, 2010, from its former location in the Gaepo- dong neighborhood of Gangnam District.

Hanyoung Foreign Language High School (Hangeul: , Hanja: ) is one of the most prestigious high schools in South Korea. Located in southeast Seoul, South Korea, the medium-sized college preparatory school was founded in 1990 with the goal of educating successful leaders of the future, and is one of the six foreign-language high schools (specialized high schools) in Seoul. The school, like other foreign language high schools, selects its students through an entrance exam, through which students are given scores for each category: middle school English grades, an essay, and an interview.

Eugene International High School is a high school located in Eugene, Oregon, United States. Part of the Eugene School District, it is an alternative school in international studies located at it s three host schools: South Eugene High School, Sheldon High School, and Churchill High School. Students are given a global perspective in the course of study and are required to take a foreign language. Its instruction meets requirements for the International Baccalaureate Program, however it does not require students to pursue the full diploma program. The subjects covered by the school include literature, history, geography, social studies, and health, while math, science, foreign language, physical education, and electives are covered by its host schools. Immersion programs are available at South and Sheldon in French and Spanish, respectively.

Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",love in pawn,el extraño viaje,0.01267341710627079,0.0,False
8,"Emilio Vieyra (12 October 1920 – 25 January 2010), sometimes credited as Raúl Zorrilla, was an Argentine film director, actor, screenwriter and film producer, between 1950 and the 1990s. He was born in Buenos Aires, Argentina. He is mostly known for his action and horror films, which were usually grounded in the exploitation genre. Vieyra began as an actor in 1950 in the film Hombres a precio and appeared in Ayer fue primavera in 1955. He began a career as a film director in 1962 with the comedy Dr. Cándido Pérez, señoras, and is most credited in this area of Argentine cinema. As both actor and director he appeared in the science fiction film Extraña invasión (1965), the Gothic horror film Sangre de vírgenes (1967), the horror film La Bestia desnuda (1971), the action film La Gran aventura (1974), the comedy Ángel, la Diva y Yo (1999) and the drama Cargo de conciencia (2005), which was his last acting role and last film. Shortly after he retired from filmmaking and died in 2010, aged 89.

El extraño viaje is a 1964 Spanish black drama film directed by Fernando Fernán Gómez. Famous film director Jess Franco acts as the brother of the protagonist. The film was a huge flop on its limited release. It was voted seventh best Spanish film by professionals and critics in 1996 Spanish cinema centenary.

Paula Hernández( born 16 October 1969) is an Argentine film director and screenwriter. She has directed seven films since 1997. Her 2001 film Inheritance was entered into the 23rd Moscow International Film Festival.

Jonás Cuarón Elizondo( born 1981) is a Mexican film director, screenwriter, producer, editor and cinematographer. He is the son of the Academy Award- winner Alfonso Cuarón. He studied film at Vassar College. His first feature film, Año uña which he directed, wrote and produced, was released in 2007. It is known in English as Year of the Nail. He also co-wrote the highly acclaimed 2013 film Gravity. The film was co-written and directed by his father. His uncle Carlos Cuarón is also a writer and director and his half- brother Diego Cataño is an actor. His first film credit is a cameo as a child in the 1991 film Sólo Con Tu Pareja, which was directed by his father.

Patrick Creadon( born May 1, 1967) is an American film director primarily known for his work in independent documentary films. His first film, Wordplay, profiled New York Times crossword editor Will Shortz and premiered at the 2006 Sundance Film Festival. The film screened in over 500 theatres nationwide and became the second- highest grossing documentary of that year. His second film, I.O.U.S.A., was a non-partisan examination of America's national debt problem and forecast the global financial crisis of 2008- 2009.  I.O.U.S.A premiered at the 2008 Sundance Film Festival and was later named one of film critic Roger Ebert's Top 5 Documentaries of the Year. Other works include the documentary features If You Build It( 2013), All Work All Play( 2015), and the 30 for 30 installment Catholics vs. Convicts( 2016) in association with ESPN Films. He has also worked as a commercial and television director. Creadon is one of only a handful of filmmakers to release multiple films that were ranked within the Top 100 highest- grossing documentaries of all time. Other filmmakers who have accomplished this include Werner Herzog( Encounters at the End of the WorldCave of Forgotten Dreams) and Academy Award winners Michael Moore( Sicko), Charles H. Ferguson( No End in SightInside Job), and Davis Guggenheim( An Inconvenient TruthIt Might Get Loud, and Waiting for' Superman').

Who is the maternal grandfather of Antiochus X Eusebes?",emilio vieyra,ptolemy ix lathyros,0.24161167442798615,0.0,False
9,"Antiochus( 221 BC – 193 BC) was a Seleucid prince, first- born child to the Seleucid monarchs Antiochus III the Great and Laodice III, and his father's first heir.

Antiochus X Eusebes Philopator (–92 or 88 BC) was a Hellenistic Seleucid monarch who reigned as the King of Syria between 95 BC and 92 BC or 89/88 BC (224 SE (Seleucid year)). He was the son of Antiochus IX and perhaps his Egyptian wife Cleopatra IV. He lived in a period during which there was a general disintegration of Seleucid Syria characterized by civil wars, foreign interference by Ptolemaic Egypt and incursions by the Parthians. Antiochus IX was killed in 95BC at the hands of Seleucus VI, the son of his half-brother and rival Antiochus VIII. Antiochus X then went to the city of Aradus where he declared himself king. He avenged his father by defeating Seleucus VI, who was eventually killed. Antiochus X did not enjoy a stable reign as he had to face three of Seleucus VI's brothers, Antiochus XI, Philip I and Demetrius III. Antiochus XI defeated AntiochusX and expelled him from the capital Antioch in 93 BC. A few months later, AntiochusX regained his position and killed Antiochus XI. This led to both Philip I and Demetrius III becoming involved. The civil war continued but its final outcome is uncertain due to the contradictions between different ancient historians' accounts. AntiochusX married his stepmother, Antiochus IX's widow Cleopatra Selene, and had several children with her, including a future king Antiochus XIII. The death of Antiochus X is shrouded in mystery. The year of his demise is traditionally given by modern scholars as 92 BC, but other dates are also possible including the year 224 SE (89/88BC). The most reliable account of his end is that of the first century historian Josephus, who wrote that AntiochusX marched east to fight off the Parthians who were attacking a queen called Laodice; the identity of this queen and who her people were continues to be debated. Other accounts exist: the ancient Greek historian Appian has AntiochusX defeated by the Armenian king Tigranes II and losing his kingdom; the third century historian Eusebius wrote that AntiochusX was defeated by his cousins and escaped to the Parthians before asking the Romans for help in having him reinstated on the throne. Modern scholars prefer the account of Josephus and question practically every aspect of the versions presented by other ancient historians. Numismatic evidence shows that AntiochusX was succeeded in Antioch by Demetrius III, who controlled the capital in SE (88/87 BC).

Antiochus II Epiphanes, also known as Antiochus II of Commagene (flourished 1st century BC) was a man of Armenian and Greek descent. Antiochus II was a prince from the Kingdom of Commagene and the second son of King Antiochus I Theos of Commagene and Queen Isias Philostorgos. He was the youngest brother of prince and future king Mithridates II of Commagene. Very little is known of Antiochus II. In 29 BC, he was summoned to Rome by the Emperor Augustus for causing the assassination of an ambassador Mithridates II had sent to Rome. Antiochus II was subsequently executed on Augustus’ orders.

Ariarathes V Eusebes Philopator (Ariaráths Eusebs Philopátr; reigned 163–130 BC) was a son of the preceding king Ariarathes IV of Cappadocia and queen Antiochis. He was distinguished by his contemporaries for his excellence of his character and his cultivation of philosophy and the liberal arts and is considered by some historians to have been the greatest of the kings of Cappadocia.

Antiochus III Epiphanes (flourished 1st century BC and 1st century AD) was the ruler of the Kingdom of Commagene from 12 BC to 17 AD. He was the son and successor of King Mithridates III of Commagene and Iotapa, and of mixed Armenian, Greek and Median descent--the last through his mother. His parents were first cousins. When Antiochus died in 17 AD, his death created major issues for the kingdom, which was in political turmoil at the time. The reasons for this situation are unclear, but it may have been the consequence of his children, Antiochus and Iotapa, being too young to succeed their father. This may have meant that there was no effective authority to prevent civil unrest and unite the citizens of Commagene. Very little is known on his life and his reign as King. After Antiochus' death, two factions appeared: one led by noblemen who wanted Commagene to be placed under the rule of the Roman Empire and the other led by citizens who wanted Commagene's independence to be retained under the rule of their own king. Both factions sent embassies to Rome, seeking the advice and assistance of Emperor Tiberius to decide the future of Commagene. Tiberius decided to make Commagene a part of the Roman province of Syria. That decision was welcomed by many of the citizens by Commagene, which remained under Roman rule until Caligula restored the kingdom to Antiochus’ children in 38 AD. Antiochus III and his son are honoured on the Philopappos Monument in Athens, Greece, dedicated to his great-grandson, Prince Gaius Julius Antiochus Epiphanes Philopappos, who was a prominent and respected citizen in Athens. In the left figure of the monument is a statue of Antiochus III's son, Antiochus IV. Below Antiochus IV is an inscription that states King Antiochus son of King Antiochus.

Which film has the director died first, Crimen A Las Tres or The Working Class Goes To Heaven?","the director of ""the working class goes to heaven"" died first",the working class goes to heaven,0.6532468795776367,0.695123532192458,False
