Question ID,GPT Response,Ground Truth Answer,Prompt
c1d45a9e0baf11ebab90acde48001122,Dathi,Connla Cáem,"List of Florida hurricanes
The List of Florida hurricanes encompasses approximately 500 tropical or subtropical cyclones that affected the state of Florida. More storms hit Florida than any other U.S. state, and since 1851 only eighteen hurricane seasons passed without a known storm impacting the state. Collectively, cyclones that hit the region have resulted in over 10,000 deaths, most of which occurring prior to the start of Hurricane Hunters flights in 1943. Additionally, the cumulative impact from the storms totaled over $141 billion in damage (2017 USD), primarily from Hurricane Andrew and hurricanes in the 2004 and 2005 seasons.

Who is the paternal grandfather of Eochaid Ailtlethan?"
8dcab52d092f11ebbdaeac1f6bf848b6,No.,yes,"Ed Cray
Ed Cray( died October 8, 2019) was an American journalist, biographer and educator. Cray was best known for his biographies of Woody Guthrie and Earl Warren.

Are Les Misérables (1917 Film) and The Better 'Ole (1926 Film) both from the same country?"
725b8d040bda11eba7f7acde48001122,"March 25, 1554.",27 June 1497,"Darren Lynn Bousman
Darren Lynn Bousman( born January 11, 1979) is an American film director and screenwriter.

What is the date of birth of Francis Otto, Duke Of Brunswick-Lüneburg's father?"
e30de52a0bd911eba7f7acde48001122,No information provided.,Santiago del Estero,"The House on Mango Street
The House on Mango Street is a 1984 coming - of - age novel by Mexican - American writer Sandra Cisneros. It deals with Esperanza Cordero, a young Latina girl, and her life growing up in Chicago with Chicanos and Puerto Ricans. Esperanza is determined to ``say goodbye ''to her impoverished Latino neighborhood by turning to a life on the streets. Major themes include her quest for a better life and the importance of her promise to come back for`` the ones (she) left behind''. The novel has been critically acclaimed, and has also become a New York Times Bestseller. It has also been adapted into a stage play by Tanya Saracho.

Where was the director of film The Naked Angel born?"
583d12bc096b11ebbdafac1f6bf848b6,Assault On Dome 4.,The Battle Of The Rails,"Polariffic
Polariffic is a 2014 American animated children's television special produced by Bent Image Lab for Hallmark Channel, directed by Rob Shaw.

Which film was released first, Assault On Dome 4 or The Battle Of The Rails?"
e81fc36c0bd911eba7f7acde48001122,Egypt.,QV66,"Dawn Wind
Dawn Wind is a historical novel for children and young adults written by Rosemary Sutcliff and published in 1961 by Oxford University Press, with illustrations by Charles Keeping.

Where was the place of burial of Pareherwenemef's mother?"
f6e6ddfc0bae11ebab90acde48001122,Al-Ashraf Musa was the maternal grandfather of Princess Helena Adelaide Of Schleswig-Holstein-Sonderburg-Glücksburg.,"Frederick VIII, Duke of Schleswig-Holstein","Al-Ashraf Musa, Emir of Damascus
Al-Ashraf or al-Ashraf Musa (27 August 1237), fully Al-Ashraf Musa Abu'l-Fath al-Muzaffar ad-Din, was a ruler of the Ayyubid dynasty. The son of Sultan al-Adil I, al-Ashraf was installed by his father in Harran in 1201 as Governor of the Jezireh. After his brother al-Mu'azzam's death in 1227, al-Ashraf received a request from his nephew, al-Muazzam's son, An-Nasir Dawud, for aid in opposing al-Kamil of Egypt. Instead, al-Ashraf and al-Kamil came to an agreement to divide their nephew's lands between them. Al-Ashraf captured Damascus in June 1229 and took control of the city. He took Baalbek as well in 1230. In return, he ceded his lands in Mesopotamia to al-Kamil and acknowledged his supremacy, while an-Nasir had to be satisfied with the possession of a principality centered on Kerak in the Transjordan region. A number of years later, al-Ashraf began to chafe under his brother's authority, and in 1237 allied himself with Kayqubad I, the Seljuk Sultan of Rûm, and various Ayyubid princelings based in Syria, against al-Kamil. However, Kayqubad died early in the summer of that year, and al-Ashraf himself died on 27 August, breaking up the alliance. Al-Ashraf was succeeded in Damascus by his younger brother, as-Salih Ismail.

Who is the maternal grandfather of Princess Helena Adelaide Of Schleswig-Holstein-Sonderburg-Glücksburg?"
922019dc08d011ebbd95ac1f6bf848b6,Zhang Mengying,Zhang Mengying,"William Backhouse Astor Sr.
William Backhouse Astor Sr. (September 19, 1792 – November 24, 1875) was an American business magnate who inherited most of his father John Jacob Astor's fortune. He worked as a partner in his father's successful export business. His massive investment in Manhattan real estate enabled major donations to the Astor Library in the East Village, which became the New York Public Library.

Who was born later, Zhang Mengying or Wolfgang Herrndorf?"
b8e03e4c0bd911eba7f7acde48001122,United States,American,"Zoe Caldwell
Zoe Caldwell, OBE( born Ada Caldwell, 14 September 1933) is an Australian actress. She is a four- time Tony Award winner, winning Best Featured Actress in a Play for"" Slapstick Tragedy""( 1966), and Best Actress in a Play for"" The Prime of Miss Jean Brodie""( 1968),"" Medea""( 1982), and"" Master Class""( 1996). Her film appearances include"" The Purple Rose of Cairo""( 1985),"" Birth""( 2004), and"" Extremely Loud& Incredibly Close""( 2011). She is also the voice of the Grand Councilwoman in the"" Lilo& Stitch"" franchise.

Which country Jessie Harlan Lincoln's father is from?"
6be622f3089411ebbd75ac1f6bf848b6,Maine Pyaar Kyun Kiya? - The director of this film is younger.,Maine Pyaar Kyun Kiya?,"John Jancek
John Jancek( born April 1, 1968) is an American college football coach and former defensive lineman. He is currently the defensive coordinator at Colorado State. He is married to his wife Kelly Jancek. Jancek has four sons Brady, Jack, Brock, and Zack.

Which film whose director is younger, Maine Pyaar Kyun Kiya? or Children Of The Streets?"
