Question ID,GPT Response,Ground Truth Answer,Prompt
fa3d4e360bdc11eba7f7acde48001122,Russia,Rome,"Moldavian Soviet Socialist Republic
Moldavian Soviet Socialist Republic (shortly: Moldavian SSR, abbr.: MSSR; Romanian: Republica Sovietică Socialistă Moldovenească, in Cyrillic alphabet: Република Советикэ Сочиалистэ Молдовеняскэ; Russian: Молда́вская Сове́тская Социалисти́ческая Респу́блика Moldavskaya Sovetskaya Sotsialisticheskaya Respublika), also known to as Soviet Moldavia or Soviet Moldova, was one of the fifteen republics of the Soviet Union existed from 1940 to 1991. The republic was formed on 2 August 1940 from parts of Bessarabia, a region annexed from Romania on 28 June of that year, and parts of the MASSR, an autonomous republic within the Ukrainian SSR.

Where did the director of film Hospitals: The White Mafia die?"
fc0370920baf11ebab90acde48001122,Bess of Hardwick,Lucy Mervyn,"Co-NP-complete
In complexity theory, computational problems that are co-NP-complete are those that are the hardest problems in co-NP, in the sense that any problem in co-NP can be reformulated as a special case of any co-NP-complete problem with only polynomial overhead. If P is different from co-NP, then all of the co-NP-complete problems are not solvable in polynomial time. If there exists a way to solve a co-NP-complete problem quickly, then that algorithm can be used to solve all co-NP problems quickly.

Who is the paternal grandmother of Mervyn Tuchet, 4Th Earl Of Castlehaven?"
b2a8d7b60bdc11eba7f7acde48001122,Unknown,Northern Ireland,"Holly Beth Vincent
Holly Beth Vincent( born Holly Beth Cernuto in 1956) is an American singer, songwriter, multi-instrumentalist and record producer. In her youth Vincent sang and played drums and guitar in several bands and took part in the Los Angeles punk scene. In 1978, she formed Holly and the Italians and moved to London, England, where the band was welcomed by the British press and gained a recording contract with Virgin Records on the strength of the single"" Tell That Girl to Shut Up"". Holly and the Italians' debut album"" The Right to Be Italian"" had a troubled and long production and was a commercial failure, which led to the band's dissolution at the end of 1980, after a US tour supporting The Clash and the Ramones. Vincent recorded under her name the album"" Holly and the Italians"" in the UK and was then deported to the US by the British authorities. She went to live in New York City, where she was a member of The Waitresses for a short time and played in other local groups. In 1990, she moved to Los Angeles and two years later recorded the album"" America"" with a new band that she had formed called The Oblivious. The album"" Vowel Movement"" followed in 1994, as a collaboration with Concrete Blonde singer Johnette Napolitano. Vincent continues to write and record and recently has released albums mainly in digital format, including two collections of tech house music.

Where was the director of film The Making Of Plus One born?"
d9a5f6ae08ae11ebbd83ac1f6bf848b6,The Land Before Time Ix: Journey To Big Water.,The Land Before Time Ix: Journey To Big Water,"Wild Angels (1969 film)
Wild Angels("" Divlji anđeli"") is a Croatian film directed by Fadil Hadžić. It was released in 1969.

Which film whose director is younger, The Land Before Time Ix: Journey To Big Water or The Life Story Of David Lloyd George?"
6eadfddc0bde11eba7f7acde48001122,"Joseph Barbera was born in New York City, New York.",New York,"Scooby-Doo, Where Are You!
Scooby - Doo, Where Are You! Genre Animation Comedy horror Mystery Adventure Children's television series Created by Joe Ruby Ken Spears Developed by Joseph Barbera William Hanna Iwao Takamoto Fred Silverman Directed by Joseph Barbera William Hanna Charles A. Nichols (1978) Voices of Don Messick Casey Kasem Frank Welker Nicole Jaffe (1969 -- 1970) Stefanianna Christopherson (1969 -- 1970) Heather North (1970 -- 1978) Pat Stevens (1978) Theme music composer David Mook Ben Raleigh Opening theme ``Scooby - Doo, Where Are You! ''performed by Larry Marks (1969 -- 1970, 1978) George A. Robertson, Jr. (1970) Composer (s) Ted Nichols (1969 -- 70) Hoyt Curtin (1978) Country of origin United States Original language (s) English No. of seasons No. of episodes 41 (list of episodes) Production Producer (s) Joseph Barbera William Hanna Don Jurwich (1978) Running time 21 minutes approx Production company (s) Hanna - Barbera Productions Distributor Taft Broadcasting (1969 -- 1988) Great American Broadcasting (1988 -- 1991) Turner Program Services (1992 -- 1998) Warner Bros. Television Distribution (1999 -- present) Release Original release September 13, 1969 (1969 - 09 - 13) -- November 4, 1978 (1978 - 11 - 04) Chronology Followed by The New Scooby - Doo Movies (1972 -- 73)

What is the place of birth of the director of film Bodily Harm (Film)?"
653dfa8f08f211ebbdaaac1f6bf848b6,Stephen Jurika,Stephen Jurika,"Crane Wilbur
Crane Wilbur (November 17, 1886 – October 18, 1973) was an American writer, actor and director for stage, radio and screen. He was born in Athens, New York. Wilbur is best remembered for playing Harry Marvin in ""The Perils of Pauline"". He died in Toluca Lake, California. He was a prolific writer and director of at least 67 films from the silent era into the sound era, but it was as an actor that he found lasting recognition, particularly playing opposite Pearl White in the iconoclastic serial ""The Perils of Pauline"". He brought to the first motion pictures merry eyes, a great, thick crop of wavy, black hair and an athlete's interest in swimming and horseback riding. Twelve years of stage experience prepared him for his venture into the new art of silent motion pictures.

Who lived longer, Philippe Solari or Stephen Jurika?"
c6413a3e088011ebbd6dac1f6bf848b6,No.,yes,"Large Triumphal Carriage
The Large Triumphal Carriage or Great Triumphal Car (in German, ""Triumphwagen"") is a large 16th-century woodcut print by Albrecht Dürer, commissioned by the Holy Roman Emperor Maximilian I. The work was originally intended to be the central part of a long print of a ""Triumphal Procession"" or ""Triumph of Maximilian"", depicting Maximilian and his court entourage in a procession. This section shows the emperor in his triumphal car, and was part of a tradition depicting imaginary ""triumphs"" or real processions, such as royal entries.

Did the bands The Vaccines and The Wanted, originate from the same country?"
0f9457e80bdd11eba7f7acde48001122,"Denver, Colorado.","Oklahoma City, Oklahoma","I Sustain the Wings
""I Sustain the Wings"" is a 1943 big band and jazz instrumental co-written by Glenn Miller. The instrumental was the theme for the eponymous radio program broadcast on CBS and NBC from 1943 to 1945.

Where was the director of film The Snob Buster born?"
f78d85300bae11ebab90acde48001122,James Butler,"James Butler, 3rd Earl of Ormond","The Lion Man (serial)
The Lion Man is a 1919 American action film serial released by the Universal Film Manufacturing Company, directed by Albert Russell and Jack Wells, produced by Russell and starring Kathleen O'Connor and Jack Perrin. The serial is now considered to be lost.

Who is Joan De Beauchamp, Countess Of Ormond's father-in-law?"
8f4ad680089d11ebbd78ac1f6bf848b6,Johan Jureskog,Johan Jureskog,"Della Money
Della Money is a speech and language therapist and Chairperson of the Royal College of Speech and Language Therapists. Money is currently a consultant speech and language therapist with Nottinghamshire Healthcare NHS Trust.

Who was born first out of Johan Jureskog and Kieren Jack?"
