Question ID,GPT Response,Ground Truth Answer,Prompt
051f62de0bde11eba7f7acde48001122,Osterholz,Osterholz,"Now Kandeh, Gilan
Now Kandeh( also Romanized as Naukandeh; also known as Naukandekh and Nowkandeh- ye Kūchek) is a village in Dinachal Rural District, Pareh Sar District, Rezvanshahr County, Gilan Province, Iran. In the 2006 census, its population was 1,071, in 293 families.

Isser Harel
Isser Harel (, 1912 – 18 February 2003) was spymaster of the intelligence and the security services of Israel and the Director of the Mossad (1952–1963). In his capacity as Mossad director he oversaw the capture and covert transportation to Israel of Holocaust organizer Adolf Eichmann.

Mirzai-ye Ahangari
Mirzai- ye Ahangari( also Romanized as Mīrzā'ī- ye Ahangarī) is a village in Doab Rural District, in the Central District of Selseleh County, Lorestan Province, Iran. At the 2006 census, its population was 143, in 24 families.

Law and Order (1953 film)
Law and Order is a 1953 American Technicolor Western film released by released by Universal-International, directed by Nathan Juran, and starring Ronald Reagan, Dorothy Malone, and Preston Foster.

Ernest Ferdinand, Duke of Brunswick-Lüneburg
Ernest Ferdinand of Brunswick-Wolfenbüttel-Bevern (4 March 1682 in Osterholz – 14 April 1746 in Brunswick) was a titular Duke of Brunswick and Lüneburg. He was Prince of Brunswick-Bevern and founder of the younger Brunswick-Bevern line.

Duke Louis Ernest of Brunswick-Lüneburg
Louis Ernest of Brunswick- Lüneburg- Bevern( 25 September 1718, Wolfenbüttel – 12 May 1788, Eisenach) was a field- marshal in the armies of the Holy Roman Empire and the Dutch Republic, the elected Duke of Courland( 1741). From 13 November 1750 to 1766 he was the Captain- General of the Netherlands, where he was known as the Duke of Brunswick or( to distinguish him from his eldest brother Charles, who succeeded to their father's title of Duke of Brunswick- Lüneburg) Duke of Brunswick- Wolfenbüttel. Another brother was Duke Ferdinand of Brunswick who led the Allied Anglo- German army during the Seven Years' War. He was probably one of the first victims of the media in Dutch history.

Augustus William, Duke of Brunswick-Lüneburg
Augustus William( 8 March 1662 – 23 March 1731), a member of the House of Welf, was Duke of Brunswick- Lüneburg and ruling Prince of Wolfenbüttel from 1714 until his death.

Where was the father of Augustus William, Duke Of Brunswick-Bevern born?"
1734c9b60baf11ebab90acde48001122,Aemilia Paulla,Agrippina the Elder,"Andrew Dawber
Andrew John Dawber( born 20 November 1994) is an English professional footballer who plays as a goalkeeper.

Doris Hopp
Doris Hopp (16 July 1930 – 31 October 1998) was a Swedish brothel madam who organized a network of call girls in Stockholm, Sweden, in the early 1970s. She was arrested on pimping charges in 1976. A police investigation soon revealed that many of Hopp's customers were well-known politicians and other dignitaries. In November 1977, the newspaper ""Dagens Nyheter"" published allegations citing Justice Minister Lennart Geijer as one of Doris Hopp's customers. The newspaper claimed as its source a classified report in which the chief of police Carl Persson had informed Prime Minister Olof Palme of the involvement of politicians in the prostitution scandal. At the time of the scandal broke, it was legal to pay for sexual services, but the fact that politicians socialized with prostitutes was viewed as a security risk as staff from foreign embassies were also reported to frequent the brothel. Prime Minister Palme strongly denied the allegations, accusing the newspaper of aggravated libel. The newspaper was forced into a retreat and two days after the publication Lennart Geijer received an official apology. Years later, it emerged that a few minor details aside, the newspaper's assertions had in fact been largely correct. Over the years, there has been much speculation regarding the identities of those who made use of the brothel's services. Former Prime Minister Thorbjörn Fälldin and former Centre Party leader Olof Johansson have both publicly denied frequenting Doris Hopp's brothel.

Mark Andrew
Mark or Marc Andrew may refer to:

Hong Kong Confidential (1958 film)
Hong Kong Confidential is a 1958 American film noir crime film directed by Edward L. Cahn starring Gene Barry, Beverly Tyler and Allison Hayes.

Lollia Paulina
Lollia Paulina, also known as Lollia Paullina (15-49) was a Roman Empress for six months in 38 as the third wife and consort of the Roman emperor Caligula. Outside of her term as a Roman Empress, she was a noble Roman woman who lived in the Roman Empire of the 1st century.

Cornelia (mother of the Gracchi)
Cornelia( c. 190s – c. 115 BC) was the second daughter of Publius Cornelius Scipio Africanus, the hero of the Second Punic War, and Aemilia Paulla. She is remembered as a prototypical example of a virtuous Roman woman. She was the mother of the Gracchi brothers, and the mother- in- law of Scipio Aemilianus.

Tullia (daughter of Cicero)
Tullia, sometimes referred to affectionately as Tulliola (""Little Tullia"", 5 August 79 or 78 BC – February 45 BC), was the first child and only daughter of Roman orator and politician Marcus Tullius Cicero, by his first marriage to Terentia. Her younger brother, Marcus Tullius Cicero Minor, born in 65 BC, was consul in 30 BC.

Who is the mother-in-law of Lollia Paulina?"
9893834c092711ebbdaeac1f6bf848b6,Kull The Conqueror,Kull The Conqueror,"Abe no Kooji
Abe no Kooji( 安倍子祖父) was a Japanese courtier and"" waka"" poet of the Nara period.

Maria of Austria, Duchess of Jülich-Cleves-Berg
Archduchess Maria of Austria (15 May 1531 – 11 December 1581) was the daughter of Emperor Ferdinand I from the House of Habsburg and Anna Jagiello. She married William, Duke of Jülich-Cleves-Berg on 18 July 1546 as his second wife. Their children were:

Robert J. Hamilton
Robert J. Hamilton is a Canadian politician and former mayor of Barrie, Ontario.

Sigiswald Kuijken
Sigiswald Kuijken( born 16 February 1944) is a Belgian violinist, violist, and conductor known for playing on period and original instruments.

Gaza Strip (film)
Gaza Strip is a 2002 documentary film by James Longley which records events taking place in 2001 during the Second Intifada. The film focuses on 13-year-old Mohammed Hejazi, a second-grade dropout the filmmaker encountered at the Karni crossing in the Gaza Strip, where Palestinian children often gather to throw stones. The director has made this film available for free online streaming on the official site, below.

To Shoot an Elephant
To Shoot an Elephant is a 2009 documentary film about the 2008- 2009 Gaza War directed by Alberto Arce and Mohammad Rujailahk.

Slingshot Hip Hop
Slingshot Hip Hop is a 2008 documentary film directed by Jackie Reem Salloum which traces the history and development of Palestinian hip hop, in the Palestinian territories from the time DAM pioneered the art form in the late 1990s. It braids together the stories of young Palestinian artists living in Gaza, the West Bank and inside Israel as they discover Hip Hop and employ it as a tool to surmount divisions imposed by occupation and poverty.

Which film was released more recently, Gaza Ghetto or Kull The Conqueror?"
0a71ec9f08e511ebbda4ac1f6bf848b6,Raúl Osorio,James B. Harris,"Radvilė Morkūnaitė-Mikulėnienė
Radvilė Morkūnaitė- Mikulėnienė( born 2 January 1984) is a Lithuanian politician, a Member of the Seimas. Also she is a former member of the European Parliament. She was a member of Group of the European People's Party( Christian Democrats). Designate as the Vice Chairwoman of the Homeland Union in 2015.

Permanent Settlement
The Permanent Settlement was introduced first in Bengal and Bihar, and then in the south district of Madras and Varanasi. The system eventually spread all over northern India by a series of regulations dated 1 May 1793. These regulations remained in place until the Charter Act of 1833. The other two systems prevalent in India were The Ryotwari System and The Mahalwari System.

Herschel D. Newsom
Herschel Davis Newsom( born May 1, 1905) was the 16th master of the National Grange( 1950 – 1968), a foundation that promotes education, service and legislation in benefit of American farm families. He graduated from Indiana University with a B.A. in Chemistry in 1926 and earned the University's Distinguished Alumni award in 1960. He has held appointments from President Truman, President Eisenhower, and President Kennedy such as Citizens' Commission on International Cooperation, President's Rural Safety Council, and Citizens' Committee for International Development. He was elected President of the International Federation of Agricultural Producers( IFAP) in 1963 as well as held several Presidential appointments to advisory positions, including the Committee on Trade Negotiations. In 1964, he founded the Grange Foundation. In 1968 he was appointed by Lyndon Johnson to the U.S. Tariff Commission. He died on July 2, 1970, in Washington, D.C.

Roprachtice
Roprachtice is a village and municipality in Semily District in the Liberec Region of the Czech Republic. Forgotten Light was filmed mainly in Roprachtice.

𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Emilio Osorio
Emilio Osorio Marcos is a Mexican actor and singer, son of Mexican producer Juan Osorio and Cuban- Mexican actress Niurka Marcos.

List of the verified oldest people
Violet Brown 000000001900 - 03 - 10 - 0000 10 March 1900 Living 7004429230000000000 ♠ 117 years, 189 days Jamaica

Who was born earlier, Raúl Osorio or James B. Harris?"
1187c9080bde11eba7f7acde48001122,1881,"October 27, 1893","Lippy Lou
Lippy Lou (born Louise Neale; 12 July 1975) is a British recording artist who had a brief recording career in the mid-1990s.

Jason Wingard
Jason Wingard( born December 13, 1971) is Dean and Professor of the School of Professional Studies( SPS) at Columbia University. He is an academic and executive in the areas of leadership development, professional learning, and human capital management. As part of this work, he has authored several books.

Double Wedding
Double Wedding is a 1937 American romantic comedy film starring William Powell and Myrna Loy, and featuring Florence Rice, John Beal, Jessie Ralph and Edgar Kennedy. This was the seventh pairing of Powell and Loy, with another seven to go. It was directed by Richard Thorpe from a screenplay by Jo Swerling based on the unpublished play"" Nagy szerelem Great Love"") by Ferenc Molnár. William Powell's fiancée Jean Harlow died during production, halting filming. Powell later described finishing the film as"" very difficult under the circumstances"". Myrna Loy, who had been good friends with Harlow, wrote in her autobiography that she disliked the film because of Harlow's death and that it was"" the scapegoat for concurrent despair"".

Someday This Pain Will Be Useful to You (film)
Someday This Pain Will Be Useful to You is a 2011 comedy-drama film directed by Roberto Faenza based on Peter Cameron's novel of the same name. It is primarily Italian financed, but was shot in English. The teenage American protagonist was played by eighteen-year-old English actor Toby Regbo and the supporting cast is mainly American. The film premiered at the 2011 Rome Film Festival and was scheduled for release in Italy in February 2012. It will receive its North American premiere at the 2012 Miami International Film Festival, but no further cinematic release dates have been announced. The Italian reviews were mixed, but considerable praise was given for Regbo's performance.

Woman's Century
Woman's Century was the official organ of the National Council of Women of Canada (NCWC), published in Toronto between 1913 and 1921. The magazine was relatively conservative, and supported World War I, but stood up for women's rights and universal suffrage.

The Century Magazine
The Century Magazine was first published in the United States in 1881 by The Century Company of New York City, which had been bought in that year by Roswell Smith and renamed by him after the Century Association. It was the successor of"" Scribner's Monthly Magazine"" and ceased publication in 1930.

Women in warfare and the military (1900–1945)
This timeline of women in warfare and the military( 1900 – 1945) deals with the role of women in the military around the world from 1900 through 1945. By the end of the 19th century, women in some countries were starting to serve in limited roles in various branches of the military. The two major events in this time period were World War I and World War II. Please see Women in World War I and Women in World War II for more information. For articles specifically pertaining to the United States, see: Timeline of women in war in the United States, Pre- 1945.

When was the company that published Woman'S Century founded?"
7de481100baf11ebab90acde48001122,Lady Margaret Clinton.,Lady Frances Manners,"Sandrine Thiébaud-Kangni
Sandrine Carmen Genevieve Thiébaud- Kangni( born April 21, 1976 in Sucy- en- Brie, France) is a French Athlete 1990 tp 2000. 400 metres French Junior Record older since 1995. 53 sec73. 4×400 meters 3.32.79 transfere allégeance 2001 to Togolese sprinter and heptathlete. She is a two- time Olympian and a multiple- time national record holder for the 400 m and heptathlon. She is also the daughter of middle- distance runner Roger Kangni, who competed in the 800 metres at the 1972 Summer Olympics in Munich.

Sandagdorj Handsuren
Sandagdorj Handsuren( born 5 May 1940) is a Mongolian chess player who holds the title of Woman International Master( WIM, 1972). She is a winner of the Mongolian Women's Chess Championship( 1968).

Ride the High Country
Ride the High Country (released internationally as Guns in the Afternoon) is a 1962 American Western film directed by Sam Peckinpah and starring Randolph Scott, Joel McCrea, and Mariette Hartley. The supporting cast includes Edgar Buchanan, James Drury, Warren Oates, and Ron Starr. The film's script, though credited solely to veteran TV screenwriter N. B. Stone Jr., was – according to producer Richard E. Lyons – almost entirely the work of Stone's friend and colleague, William S. Roberts, and Peckinpah himself. In 1992, ""Ride the High Country"" was selected for preservation in the National Film Registry by the United States Library of Congress as being deemed ""culturally, historically, or aesthetically significant The film featured Scott's final screen performance.

Thomas Farrell (general)
Farrell graduated from Rensselaer Polytechnic Institute with a degree in civil engineering in 1912. During World War I, he served with the 1st Engineers on the Western Front, and was awarded the Distinguished Service Cross and the French Croix de guerre. After the war, he was an instructor at the Engineer School, and then at the United States Military Academy at West Point. He resigned from the Regular Army in 1926 to become Commissioner of Canals and Waterway for the State of New York from 1926 to 1930, and head of construction and engineering of the New York State Department of Public Works from 1930 until 1941.

Charles Willoughby, 2nd Baron Willoughby of Parham
Charles Willoughby, 2nd Baron Willoughby of Parham( c.1536/7 – d. 1610 – 12) was the only son of William Willoughby, 1st Baron Willoughby of Parham, and Elizabeth Heneage.

Charles Willoughby, 10th Baron Willoughby of Parham
Charles Willoughby, 10th Baron Willoughby of Parham was an English peer of the House of Lords. He succeeded to the title in September 1678 on the death of John Willoughby, 9th Baron Willoughby of Parham. Charles Willoughy was the male heir and descendant from the first creation of the barony that commenced with Sir William Willoughby 1st Baron Willoughby of Parham in 1547 and was the last male heir of the eldest line. Charles Willoughby married Marie daughter of Sir Beaumont Dixie, Bart of Bosworth. He died without a male heir on 9 December 1679. The first creation by letters patent stipulated the title must pass to heirs male of Sir William Willoughby 1st Baron Willoughby of Parham. Charles Willoughby, 10th Baron Willoughby of Parham died without issue and left his estate to his niece Elizabeth, who had married James Bertie, 1st Earl of Abingdon.

Thomas Willoughby, 11th Baron Willoughby of Parham
Thomas Willoughby, 11th Baron Willoughby of Parham( c.1602–1691/92) was an English peer of the House of Lords. He was born in about 1602, son of Sir Thomas Willoughby and Mary Thornhaugh( Thornley), and grandson of Charles Willoughby, 2nd Baron Willoughby of Parham and Lady Margaret Clinton.

Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?"
e95acdbc085f11ebbd5dac1f6bf848b6,Deuce High,The King Is The Best Mayor,"Project Runway All Stars
Lifetime's first season of Project Runway All Stars consisted of twelve one - hour episodes featuring 13 past contestants competing in a series of challenges. The airdate was set for November 3, 2011, but was pushed back to January 5, 2012. The season was hosted by Angela Lindvall and the recurring judges were fashion designers Isaac Mizrahi and Georgina Chapman. The winner was Mondo Guerra.

Don Scardino
Don Scardino( born February 17, 1949) is an American television director and producer and a former actor.

Panama
Panama ( (listen) PAN-ə-mah; Spanish: Panamá [panaˈma]), officially the Republic of Panama (Spanish: República de Panamá), is a country in Central America, bordered by Costa Rica to the west, Colombia to the southeast, the Caribbean Sea to the north, and the Pacific Ocean to the south. The capital and largest city is Panama City, whose metropolitan area is home to nearly half the country's 4 million people.Panama was inhabited by indigenous tribes before Spanish colonists arrived in the 16th century. It broke away from Spain in 1821 and joined the Republic of Gran Colombia, a union of Nueva Granada, Ecuador, and Venezuela. After Gran Colombia dissolved in 1831, Panama and Nueva Granada eventually became the Republic of Colombia. With the backing of the United States, Panama seceded from Colombia in 1903, allowing the construction of the Panama Canal to be completed by the US Army Corps of Engineers between 1904 and 1914. The 1977 Torrijos–Carter Treaties led to the transfer of the Canal from the United States to Panama on December 31, 1999.Revenue from canal tolls continues to represent a significant portion of Panama's GDP, although commerce, banking, and tourism are major and growing sectors. It is regarded as a high-income country. In 2015 Panama ranked 60th in the world in terms of the Human Development Index. In 2018, Panama was ranked seventh-most competitive economy in Latin America, according to the World Economic Forum's Global Competitiveness Index. Covering around 40 percent of its land area, Panama's jungles are home to an abundance of tropical plants and animals – some of them found nowhere else on the planet. Panama is a founding member of the United Nations and other international organizations such as OAS, LAIA, G77, WHO and NAM.

Papias (admiral)
Papias was a Roman admiral in the 1st century BC. During the Roman civil wars he participated in Sicilian revolt under the command of Sextus Pompeius. Appian mentions Papias several times in his work"" The Civil WarsEmphylia"", Ἐμφύλια), when he describes the fight over Sicily. In the summer of 36 BC Papias attacked the fleet of Lepidus transporting his invasion army from Africa to Lilybaeum( Marsala) in the southwest of Sicily. Though he managed to inflict heavy losses on the fleet of Lepidus, he ultimately failed to prevent his army from landing. Later on August 11 of the same year he led the fleet of Sextus Pompeius into the battle of Mylae against Agrippa. During course of the battle Papias' own ship was sunk, but he managed to swim to another ship of his fleet being nearby and continued the battle. However Pompeius, who observed the battle from the shore, ordered a withdrawal after he recognized that the battle seemed to tilt in Agrippa's favour and that he had reinforcements arriving as well. Papias managed an orderly retreat of the fleet into the shoals, where the larger and heavier ships of Agrippa's fleet did n't dare to follow them. Later Papias' ships slipped away and sailed eastward.

The King is the Best Mayor
The King is the Best Mayor( Italian: Il miglior sindaco, il re, Spanish: El mejor alcalde, el rey) is a 1974 Italian- Spanish historical drama film directed by Rafael Gil and starring Analía Gadé, Simonetta Stefanelli and Ray Lovelock. The film is based on the play"" The Best Mayor, The King"" by Lope de Vega.

Captain Underpants: The First Epic Movie
Mel Rodriguez as Mr. Morty Fyde, the science teacher who gets fired by Krupp and is replaced by Professor Poopypants.

List of most expensive films
Due to the secretive nature of Hollywood accounting it is not clear which film is the most expensive film ever made. Pirates of the Caribbean: On Stranger Tides officially holds the record with a budget of $378.5 million, while The Hobbit trilogy stands as the most expensive back - to - back film production with combined costs of $623 million after tax credits.

Which film has the director who died earlier, Deuce High or The King Is The Best Mayor?"
d3949a8e08c111ebbd8bac1f6bf848b6,Week-End With Father,Week-End With Father,"Intermezzo (1936 film)
Intermezzo is a 1936 Swedish drama film directed by Gustaf Molander about a concert violinist falling in love with his daughter's piano teacher. The cast includes Gösta Ekman and Ingrid Bergman in the leads. This film led to Bergman gaining her contract with David O. Selznick and acting in a 1939 American remake opposite Leslie Howard.

Caillou
The series was originally broadcast in French in Canada, and the episodes were later translated into English, and re-runs in English began on PBS and PBS Kids Sprout in the United States. The original books were also in French. ""Caillou"" was designed primarily for toddlers. It was created by child developmental psychologists.

WKWL
WKWL (1230 AM) is a radio station licensed to serve the community of Florala, Alabama. The station is owned by Florala Broadcasting Co., Inc. It airs a Classic Pop format to the central Florida Panhandle and central southern Alabama.

Norodom Arunrasmy
Norodom Arunrasmy( born 2 October 1955) is a Cambodian princess, politician, and diplomat. She is the youngest daughter of HM King Father Norodom Sihanouk and stepdaughter of Queen Mother Norodom Monineath. Her birth mother is Mam Manivan Phanivong, a Lao woman who was born in Vientiane, Laos, who married King Sihanouk in 1949.

Star Wars: The Last Jedi
Walt Disney Studios Home Entertainment will release Star Wars: The Last Jedi digitally in HD and 4K via download and Disney Movies Anywhere on March 13, 2018, with an Ultra HD Blu - Ray, Blu - ray, and DVD release on March 27.

The Fate of the Furious
Release date April 4, 2017 (2017 - 04 - 04) (Berlin) April 14, 2017 (2017 - 04 - 14) (United States)

Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Which film was released earlier, Premium (Film) or Week-End With Father?"
c51148bc0bdb11eba7f7acde48001122,Ottoman,Ottoman Empire,"Sobhuza I
Sobhuza I (also known as Ngwane IV, Somhlolo) (ca. 1780–1836) was king of Swaziland, from 1815 to 1836. Born around 1780, his father was Ndvungunye (also known as ""Zikodze""), and his mother was Somnjalose Simelane. He was called Somhlolo, ""the Wonder,"" upon his birth because his father Ndvungunye died as a result of being struck by lightning. When Sobhuza was king, Lojiba Simelane instead of his mother Somnjalose was Queen Mother because Somnjalose was an ""inhlanti"" or support bride to Lojiba. Somhlolo is a greatly revered king of Swaziland. He had his first royal capital or kraal at Zombodze in the Shiselweni region, but moved it north to new Zombodze in central Swaziland. Swazis celebrate Somhlolo Day every September 6 as their Independence Day and the national stadium is named Somhlolo stadium. Sobhuza was succeeded by his son Mswati II and his wife Tsandzile Ndwandwe as Queen Mother after a short regency by Queen Lojiba Simelane. Sobhuza by the time of his death a conquered a country claimed to be reaching modern day Barberton in the north, Carolina in the west, Pongola River in the south and Lubombo Mountains in the east.

Parthenon Huxley
Parthenon Huxley (born January 19, 1956) is an American musician, singer, songwriter and producer who is known for his solo albums and for his involvement in ELO Part II and The Orchestra, both of which are latter-day offshoots of the 1970s-80s symphonic rock band Electric Light Orchestra. He has also made cameo appearances in several films including """" and ""The Flintstones"".

Clarissa von Anstetten
Clarissa von Anstetten (née Prozeski and formerly Kaufmann) is a fictional character on German soap opera ""Verbotene Liebe (Forbidden Love)"". The character is played by actress Isa Jank from the show's debut on 2 January 1995 to 5 September 2001 and again since 21 June 2011. She left the show again on 20 March 2013.

Hellbound (song)
""Hellbound"" (also known as ""Hellbound (H&H Remix)"") is a song written and recorded by American rappers Eminem, Masta Ace and J-Black for the Yosumi Records compilation album "" Game Over"" (2000). It was released as a single on April 22, 2002 in Europe, charting in countries such as France and Switzerland. The song uses sounds from the soundtrack ""Sacrifice"" from the 1998 video game ""SoulCalibur"", which was originally composed by Takanori Otsuka.

Gevherhan Sultan (daughter of Selim II)
Gevherhan Sultan (1544 – 1622) was an Ottoman princess, the daughter of Sultan Selim II (reign 1566—1574) and Nurbanu Sultan. She was the granddaughter of Suleiman the Magnificent (reign 1520–66) and Hürrem Sultan, sister of Sultan Murad III (reign 1574–95) and aunt of Sultan Mehmed III (reign 1595–1603).

Gevherhan Sultan
Gevherhan Sultan may refer to Ottoman princesses:

Şah Sultan (daughter of Selim I)
Şah Sultan( 1507 – 1572) was an Ottoman princess, daughter of Sultan Selim I and Ayşe Hatun, and sister of Suleiman the Magnificent.

What nationality is Gevherhan Sultan (Daughter Of Selim Ii)'s father?"
6e9a0d6a08eb11ebbda7ac1f6bf848b6,Yes.,yes,"Helge Thiis
Helge Thiis( 16 August 1897- 1 August 1972) was a Norwegian architect. He is most noted for service as head architect at the restoration of Nidaros Cathedral.

Lawrence J. Fitzgerald
Lawrence J. Fitzgerald( d. July 12, 1918 Auburn, Cayuga County, New York) was an American businessman and politician.

Two Prudential Plaza (Jacksonville)
Two Prudential Plaza is a skyscraper in Jacksonville, Florida. Located in the Southbank area of Downtown, the building currently serves as the regional office of Prudential Financial and is also home to other companies, including FIS and Interline Brands. The 21- floor structure was designed by KBJ Architects and completed in 1985.

Brian Dennehy
Brian Manion Dennehy( born July 9, 1938) is an American actor of film, stage, and television. A winner of one Golden Globe, two Tony Awards and a recipient of six Primetime Emmy Award nominations, he gained initial recognition for his role as Sheriff Will Teasle in"" First Blood""( 1982). He has had roles in numerous films including"" Gorky Park""( 1983),"" Silverado""( 1985),"" Cocoon""( 1985),"" F/X""( 1986),"" Presumed Innocent""( 1990),"" Romeo+ Juliet""( 1996), and"" Knight of Cups""( 2015). Dennehy won the Golden Globe Award for Best Actor in a Miniseries or Television Film for his role as Willy Loman in the television film"" Death of a Salesman""( 2000).

𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Slavs
Conversely, some Slavs were assimilated into other populations. Although the majority continued south, attracted by the riches of the territory which would become Bulgaria, a few remained in the Carpathian basin and were ultimately assimilated into the Magyar or Romanian population. There is a large number of river names and other placenames of Slavic origin in Romania.[better source needed]

Slavs
^8 This identity continues to be used by a minority throughout the former Yugoslav republics. The nationality is also declared by diasporans living in the USA and Canada. There are a multitude of reasons as to why people prefer this affiliation, some published on the article.

Are both Țerova and Slava (River) located in the same country?"
